"Step","retrogan_full_150epochs_nocycleid - simverb","retrogan_full_150epochs_nocycleid - simverb__MIN","retrogan_full_150epochs_nocycleid - simverb__MAX","retrogan_ook_150epochs_nocycleid - simverb","retrogan_ook_150epochs_nocycleid - simverb__MIN","retrogan_ook_150epochs_nocycleid - simverb__MAX","retrogan_full_150epochs_nocyclemae - simverb","retrogan_full_150epochs_nocyclemae - simverb__MIN","retrogan_full_150epochs_nocyclemae - simverb__MAX","retrogan_ook_150epochs_nocyclemae - simverb","retrogan_ook_150epochs_nocyclemae - simverb__MIN","retrogan_ook_150epochs_nocyclemae - simverb__MAX","retrogan_full_150epochs_noonewaymm - simverb","retrogan_full_150epochs_noonewaymm - simverb__MIN","retrogan_full_150epochs_noonewaymm - simverb__MAX","retrogan_ook_150epochs_alllosses - simverb","retrogan_ook_150epochs_alllosses - simverb__MIN","retrogan_ook_150epochs_alllosses - simverb__MAX","retrogan_ook_150epochs_nocycledis - simverb","retrogan_ook_150epochs_nocycledis - simverb__MIN","retrogan_ook_150epochs_nocycledis - simverb__MAX","retrogan_full_150epochs_nocyclemm - simverb","retrogan_full_150epochs_nocyclemm - simverb__MIN","retrogan_full_150epochs_nocyclemm - simverb__MAX","retrogan_full_150epochs_nocycledis - simverb","retrogan_full_150epochs_nocycledis - simverb__MIN","retrogan_full_150epochs_nocycledis - simverb__MAX","retrogan_ook_150epochs_noonewaymm - simverb","retrogan_ook_150epochs_noonewaymm - simverb__MIN","retrogan_ook_150epochs_noonewaymm - simverb__MAX","retrogan_ook_150epochs_nocyclemm - simverb","retrogan_ook_150epochs_nocyclemm - simverb__MIN","retrogan_ook_150epochs_nocyclemm - simverb__MAX","retrogan_full_150epochs_alllosses - simverb","retrogan_full_150epochs_alllosses - simverb__MIN","retrogan_full_150epochs_alllosses - simverb__MAX"
"24849","0.5649282676299606","0.5649282676299606","0.5649282676299606","0.4413304144235983","0.4413304144235983","0.4413304144235983","0.5650806415249183","0.5650806415249183","0.5650806415249183","0.4379788704966105","0.4379788704966105","0.4379788704966105","0.3621519661772579","0.3621519661772579","0.3621519661772579","0.4389171190938661","0.4389171190938661","0.4389171190938661","0.44490184446686754","0.44490184446686754","0.44490184446686754","0.5792165239411811","0.5792165239411811","0.5792165239411811","0.5589912641108205","0.5589912641108205","0.5589912641108205","0.380044339881324","0.380044339881324","0.380044339881324","0.4525954586463662","0.4525954586463662","0.4525954586463662","0.5638310662468","0.5638310662468","0.5638310662468"
"27108","0.5727551919161439","0.5727551919161439","0.5727551919161439","0.44845037424642265","0.44845037424642265","0.44845037424642265","0.5783552562268476","0.5783552562268476","0.5783552562268476","0.4452512865129149","0.4452512865129149","0.4452512865129149","0.36655761575410767","0.36655761575410767","0.36655761575410767","0.4482347579958337","0.4482347579958337","0.4482347579958337","0.45395886097566546","0.45395886097566546","0.45395886097566546","0.595358538978327","0.595358538978327","0.595358538978327","0.5674067852304959","0.5674067852304959","0.5674067852304959","0.37525358132269704","0.37525358132269704","0.37525358132269704","0.4624320167746962","0.4624320167746962","0.4624320167746962","0.5750869420988858","0.5750869420988858","0.5750869420988858"
"29367","0.5815716446649087","0.5815716446649087","0.5815716446649087","0.44764754768021375","0.44764754768021375","0.44764754768021375","0.5839128975685914","0.5839128975685914","0.5839128975685914","0.4459966152443439","0.4459966152443439","0.4459966152443439","0.36422102773389703","0.36422102773389703","0.36422102773389703","0.44633311640757567","0.44633311640757567","0.44633311640757567","0.4505645979886128","0.4505645979886128","0.4505645979886128","0.6047408945639852","0.6047408945639852","0.6047408945639852","0.5779955615359562","0.5779955615359562","0.5779955615359562","0.3753450385388275","0.3753450385388275","0.3753450385388275","0.4671413274650514","0.4671413274650514","0.4671413274650514","0.5824624402046051","0.5824624402046051","0.5824624402046051"
"31626","0.5849224224318416","0.5849224224318416","0.5849224224318416","0.4531565238234502","0.4531565238234502","0.4531565238234502","0.5939694489077402","0.5939694489077402","0.5939694489077402","0.44965439718381434","0.44965439718381434","0.44965439718381434","0.3673325954232355","0.3673325954232355","0.3673325954232355","0.4489336034194402","0.4489336034194402","0.4489336034194402","0.45206693190437","0.45206693190437","0.45206693190437","0.6150629119629514","0.6150629119629514","0.6150629119629514","0.5830164186019986","0.5830164186019986","0.5830164186019986","0.3819378696065363","0.3819378696065363","0.3819378696065363","0.4644499544331481","0.4644499544331481","0.4644499544331481","0.5859565680306815","0.5859565680306815","0.5859565680306815"
"33885","0.5957050939278448","0.5957050939278448","0.5957050939278448","0.4483586346590992","0.4483586346590992","0.4483586346590992","0.6010613352768985","0.6010613352768985","0.6010613352768985","0.4489438090346585","0.4489438090346585","0.4489438090346585","0.3700870631935844","0.3700870631935844","0.3700870631935844","0.4471787766954607","0.4471787766954607","0.4471787766954607","0.44800983585380494","0.44800983585380494","0.44800983585380494","0.6136369478570567","0.6136369478570567","0.6136369478570567","0.5939871289537755","0.5939871289537755","0.5939871289537755","0.3774872209331087","0.3774872209331087","0.3774872209331087","0.46790755666208217","0.46790755666208217","0.46790755666208217","0.5974822127429573","0.5974822127429573","0.5974822127429573"
"36144","0.5995499423093128","0.5995499423093128","0.5995499423093128","0.45057013631174103","0.45057013631174103","0.45057013631174103","0.6068082451648075","0.6068082451648075","0.6068082451648075","0.4502397777254798","0.4502397777254798","0.4502397777254798","0.37183115923653126","0.37183115923653126","0.37183115923653126","0.45349724030489363","0.45349724030489363","0.45349724030489363","0.4547660028575343","0.4547660028575343","0.4547660028575343","0.6292130910881996","0.6292130910881996","0.6292130910881996","0.5979089608563035","0.5979089608563035","0.5979089608563035","0.37537556709178566","0.37537556709178566","0.37537556709178566","0.4694933117472968","0.4694933117472968","0.4694933117472968","0.6001595850888095","0.6001595850888095","0.6001595850888095"
"38403","0.59984187481971","0.59984187481971","0.59984187481971","0.4476189516029371","0.4476189516029371","0.4476189516029371","0.6076478057470625","0.6076478057470625","0.6076478057470625","0.4445464171627941","0.4445464171627941","0.4445464171627941","0.3722895509499646","0.3722895509499646","0.3722895509499646","0.44704478448343193","0.44704478448343193","0.44704478448343193","0.4465589305368224","0.4465589305368224","0.4465589305368224","0.6290793140000298","0.6290793140000298","0.6290793140000298","0.5975826559484589","0.5975826559484589","0.5975826559484589","0.3729271367790779","0.3729271367790779","0.3729271367790779","0.4715691968362022","0.4715691968362022","0.4715691968362022","0.604325029072447","0.604325029072447","0.604325029072447"
"40662","0.608906085870947","0.608906085870947","0.608906085870947","0.45367657648349935","0.45367657648349935","0.45367657648349935","0.6160022017963174","0.6160022017963174","0.6160022017963174","0.4529820789483479","0.4529820789483479","0.4529820789483479","0.37176279113856586","0.37176279113856586","0.37176279113856586","0.4523623716717618","0.4523623716717618","0.4523623716717618","0.4540579923453344","0.4540579923453344","0.4540579923453344","0.638508626350716","0.638508626350716","0.638508626350716","0.6040728423256494","0.6040728423256494","0.6040728423256494","0.3735146601929885","0.3735146601929885","0.3735146601929885","0.4724979781789661","0.4724979781789661","0.4724979781789661","0.613521725306706","0.613521725306706","0.613521725306706"
"42921","0.610252089264203","0.610252089264203","0.610252089264203","0.45342419588730826","0.45342419588730826","0.45342419588730826","0.6171034845143715","0.6171034845143715","0.6171034845143715","0.454706645429873","0.454706645429873","0.454706645429873","0.3768747388126762","0.3768747388126762","0.3768747388126762","0.4490650953625441","0.4490650953625441","0.4490650953625441","0.45240857669362905","0.45240857669362905","0.45240857669362905","0.6382756053369235","0.6382756053369235","0.6382756053369235","0.6062517376566704","0.6062517376566704","0.6062517376566704","0.3768306399611613","0.3768306399611613","0.3768306399611613","0.47468811009985085","0.47468811009985085","0.47468811009985085","0.6161697243579247","0.6161697243579247","0.6161697243579247"
"45180","0.6172166735354125","0.6172166735354125","0.6172166735354125","0.45693177707520477","0.45693177707520477","0.45693177707520477","0.6184757384770119","0.6184757384770119","0.6184757384770119","0.4529560267454921","0.4529560267454921","0.4529560267454921","0.3725077352064521","0.3725077352064521","0.3725077352064521","0.4534728369734353","0.4534728369734353","0.4534728369734353","0.45599614843822506","0.45599614843822506","0.45599614843822506","0.6411264851076526","0.6411264851076526","0.6411264851076526","0.6119513842317243","0.6119513842317243","0.6119513842317243","0.37940903993566333","0.37940903993566333","0.37940903993566333","0.4725845788987609","0.4725845788987609","0.4725845788987609","0.6190206956394446","0.6190206956394446","0.6190206956394446"
"47439","0.622708356529929","0.622708356529929","0.622708356529929","0.45689574211727385","0.45689574211727385","0.45689574211727385","0.6272979459378726","0.6272979459378726","0.6272979459378726","0.45768534647408504","0.45768534647408504","0.45768534647408504","0.3729444575388761","0.3729444575388761","0.3729444575388761","0.4569001378101291","0.4569001378101291","0.4569001378101291","0.4582240072396897","0.4582240072396897","0.4582240072396897","0.6516773220194857","0.6516773220194857","0.6516773220194857","0.6182487868378919","0.6182487868378919","0.6182487868378919","0.37707528421630665","0.37707528421630665","0.37707528421630665","0.47577538023477123","0.47577538023477123","0.47577538023477123","0.6236751861362353","0.6236751861362353","0.6236751861362353"
"49698","0.6262444260350744","0.6262444260350744","0.6262444260350744","0.4573609919009554","0.4573609919009554","0.4573609919009554","0.6332237167145196","0.6332237167145196","0.6332237167145196","0.4581730136795552","0.4581730136795552","0.4581730136795552","0.3731361512586476","0.3731361512586476","0.3731361512586476","0.45138473366612525","0.45138473366612525","0.45138473366612525","0.45266775013708965","0.45266775013708965","0.45266775013708965","0.6582799952730674","0.6582799952730674","0.6582799952730674","0.6201735046506728","0.6201735046506728","0.6201735046506728","0.37305725508208126","0.37305725508208126","0.37305725508208126","0.47628063416523236","0.47628063416523236","0.47628063416523236","0.6248544222545097","0.6248544222545097","0.6248544222545097"
"51957","0.6288373875556169","0.6288373875556169","0.6288373875556169","0.45246725330078447","0.45246725330078447","0.45246725330078447","0.6325413597893272","0.6325413597893272","0.6325413597893272","0.45381100034288097","0.45381100034288097","0.45381100034288097","0.3694915847715541","0.3694915847715541","0.3694915847715541","0.45314039527251987","0.45314039527251987","0.45314039527251987","0.4505847196589944","0.4505847196589944","0.4505847196589944","0.6576347314437103","0.6576347314437103","0.6576347314437103","0.6214786751870801","0.6214786751870801","0.6214786751870801","0.37271639965518244","0.37271639965518244","0.37271639965518244","0.47918861516224776","0.47918861516224776","0.47918861516224776","0.6284523050446528","0.6284523050446528","0.6284523050446528"
"54216","0.6302944858805228","0.6302944858805228","0.6302944858805228","0.45900817516737225","0.45900817516737225","0.45900817516737225","0.6378483213706235","0.6378483213706235","0.6378483213706235","0.4537889189672218","0.4537889189672218","0.4537889189672218","0.36688956931980515","0.36688956931980515","0.36688956931980515","0.45700581275212077","0.45700581275212077","0.45700581275212077","0.45130794088675047","0.45130794088675047","0.45130794088675047","0.6665129794430278","0.6665129794430278","0.6665129794430278","0.6252565187955712","0.6252565187955712","0.6252565187955712","0.3783145341355137","0.3783145341355137","0.3783145341355137","0.4781065235358911","0.4781065235358911","0.4781065235358911","0.6314812435480502","0.6314812435480502","0.6314812435480502"
"56475","0.6319412166830088","0.6319412166830088","0.6319412166830088","0.4558581189859662","0.4558581189859662","0.4558581189859662","0.6414753190124067","0.6414753190124067","0.6414753190124067","0.45468726864481024","0.45468726864481024","0.45468726864481024","0.3713953508655126","0.3713953508655126","0.3713953508655126","0.4550283966187593","0.4550283966187593","0.4550283966187593","0.4551883599949469","0.4551883599949469","0.4551883599949469","0.6669463024853396","0.6669463024853396","0.6669463024853396","0.6235896221695234","0.6235896221695234","0.6235896221695234","0.3759239891899736","0.3759239891899736","0.3759239891899736","0.47128288524496886","0.47128288524496886","0.47128288524496886","0.6335799142375889","0.6335799142375889","0.6335799142375889"
"58734","0.6338810668301084","0.6338810668301084","0.6338810668301084","0.4583103516863642","0.4583103516863642","0.4583103516863642","0.6457999223199158","0.6457999223199158","0.6457999223199158","0.4553571200117572","0.4553571200117572","0.4553571200117572","0.36912899390109727","0.36912899390109727","0.36912899390109727","0.4571657176617082","0.4571657176617082","0.4571657176617082","0.459228143270132","0.459228143270132","0.459228143270132","0.6708918354389058","0.6708918354389058","0.6708918354389058","0.6283977790803186","0.6283977790803186","0.6283977790803186","0.379582536794724","0.379582536794724","0.379582536794724","0.4770279872950716","0.4770279872950716","0.4770279872950716","0.636001542613829","0.636001542613829","0.636001542613829"
"60993","0.6378787204573685","0.6378787204573685","0.6378787204573685","0.46018208364014473","0.46018208364014473","0.46018208364014473","0.6439971395924433","0.6439971395924433","0.6439971395924433","0.4585680147839799","0.4585680147839799","0.4585680147839799","0.3649016941613372","0.3649016941613372","0.3649016941613372","0.4600877756917067","0.4600877756917067","0.4600877756917067","0.45993848827127126","0.45993848827127126","0.45993848827127126","0.6724114759551129","0.6724114759551129","0.6724114759551129","0.6305656792030395","0.6305656792030395","0.6305656792030395","0.38236192324118423","0.38236192324118423","0.38236192324118423","0.47451514141951795","0.47451514141951795","0.47451514141951795","0.6386343434769928","0.6386343434769928","0.6386343434769928"
"63252","0.641436234212374","0.641436234212374","0.641436234212374","0.4602993162381488","0.4602993162381488","0.4602993162381488","0.647700601939219","0.647700601939219","0.647700601939219","0.45758990821265133","0.45758990821265133","0.45758990821265133","0.3704000376165938","0.3704000376165938","0.3704000376165938","0.4562895540142905","0.4562895540142905","0.4562895540142905","0.45918240799781185","0.45918240799781185","0.45918240799781185","0.6759778876309648","0.6759778876309648","0.6759778876309648","0.6357817398267751","0.6357817398267751","0.6357817398267751","0.37860623600004684","0.37860623600004684","0.37860623600004684","0.4729652768879392","0.4729652768879392","0.4729652768879392","0.6389292448618287","0.6389292448618287","0.6389292448618287"
"65511","0.6449014199422404","0.6449014199422404","0.6449014199422404","0.46014494993093535","0.46014494993093535","0.46014494993093535","0.6540372298683063","0.6540372298683063","0.6540372298683063","0.45781795496926486","0.45781795496926486","0.45781795496926486","0.36870503670128285","0.36870503670128285","0.36870503670128285","0.4552021976618703","0.4552021976618703","0.4552021976618703","0.4561551363133016","0.4561551363133016","0.4561551363133016","0.6767378004163905","0.6767378004163905","0.6767378004163905","0.6373779597455896","0.6373779597455896","0.6373779597455896","0.3793779264319122","0.3793779264319122","0.3793779264319122","0.4722910195090068","0.4722910195090068","0.4722910195090068","0.6387208046532105","0.6387208046532105","0.6387208046532105"
"67770","0.6470560107982832","0.6470560107982832","0.6470560107982832","0.4562341549317988","0.4562341549317988","0.4562341549317988","0.650909301804247","0.650909301804247","0.650909301804247","0.4548973560582754","0.4548973560582754","0.4548973560582754","0.36958787730621384","0.36958787730621384","0.36958787730621384","0.4517909324719714","0.4517909324719714","0.4517909324719714","0.4524563396489222","0.4524563396489222","0.4524563396489222","0.6825886099495906","0.6825886099495906","0.6825886099495906","0.6383993604105488","0.6383993604105488","0.6383993604105488","0.3769895613474189","0.3769895613474189","0.3769895613474189","0.47249372860797734","0.47249372860797734","0.47249372860797734","0.6373720145870982","0.6373720145870982","0.6373720145870982"
"70029","0.6476170913083291","0.6476170913083291","0.6476170913083291","0.459143241706908","0.459143241706908","0.459143241706908","0.6551006751408052","0.6551006751408052","0.6551006751408052","0.45496501139225565","0.45496501139225565","0.45496501139225565","0.375789368262021","0.375789368262021","0.375789368262021","0.45576530654724473","0.45576530654724473","0.45576530654724473","0.45563554217376584","0.45563554217376584","0.45563554217376584","0.6821667804522535","0.6821667804522535","0.6821667804522535","0.6429954453647634","0.6429954453647634","0.6429954453647634","0.3721559339360673","0.3721559339360673","0.3721559339360673","0.4714249132169192","0.4714249132169192","0.4714249132169192","0.6443713369780855","0.6443713369780855","0.6443713369780855"
"72288","0.6522134450617502","0.6522134450617502","0.6522134450617502","0.4610979585963671","0.4610979585963671","0.4610979585963671","0.6586104157231839","0.6586104157231839","0.6586104157231839","0.45631780606134875","0.45631780606134875","0.45631780606134875","0.3688694719743973","0.3688694719743973","0.3688694719743973","0.45854351935655596","0.45854351935655596","0.45854351935655596","0.4604545099450037","0.4604545099450037","0.4604545099450037","0.6850091649048785","0.6850091649048785","0.6850091649048785","0.6456435771013551","0.6456435771013551","0.6456435771013551","0.377414069443466","0.377414069443466","0.377414069443466","0.471721254133793","0.471721254133793","0.471721254133793","0.6475017722078491","0.6475017722078491","0.6475017722078491"
"74547","0.6549377791176477","0.6549377791176477","0.6549377791176477","0.455914459462782","0.455914459462782","0.455914459462782","0.6570660034687233","0.6570660034687233","0.6570660034687233","0.45736883517409505","0.45736883517409505","0.45736883517409505","0.3759281179724844","0.3759281179724844","0.3759281179724844","0.4553687511801108","0.4553687511801108","0.4553687511801108","0.4598916691218604","0.4598916691218604","0.4598916691218604","0.6875936206091966","0.6875936206091966","0.6875936206091966","0.6452233586058503","0.6452233586058503","0.6452233586058503","0.378365447642129","0.378365447642129","0.378365447642129","0.47153081643933653","0.47153081643933653","0.47153081643933653","0.6505537383157135","0.6505537383157135","0.6505537383157135"
"76806","0.6574778780417432","0.6574778780417432","0.6574778780417432","0.4606775168268583","0.4606775168268583","0.4606775168268583","0.66443310715437","0.66443310715437","0.66443310715437","0.4602626501146976","0.4602626501146976","0.4602626501146976","0.36775397078686173","0.36775397078686173","0.36775397078686173","0.4605155047671741","0.4605155047671741","0.4605155047671741","0.4586245329765159","0.4586245329765159","0.4586245329765159","0.692305518686197","0.692305518686197","0.692305518686197","0.6488658024766284","0.6488658024766284","0.6488658024766284","0.37586875067188613","0.37586875067188613","0.37586875067188613","0.4779300812055272","0.4779300812055272","0.4779300812055272","0.6581449266940641","0.6581449266940641","0.6581449266940641"
"79065","0.6542434188549199","0.6542434188549199","0.6542434188549199","0.46027118410758","0.46027118410758","0.46027118410758","0.665328245509955","0.665328245509955","0.665328245509955","0.4584918264689474","0.4584918264689474","0.4584918264689474","0.3733844393928667","0.3733844393928667","0.3733844393928667","0.45449782924102183","0.45449782924102183","0.45449782924102183","0.45902247898237764","0.45902247898237764","0.45902247898237764","0.693283140316107","0.693283140316107","0.693283140316107","0.6515673731072625","0.6515673731072625","0.6515673731072625","0.38162211186988876","0.38162211186988876","0.38162211186988876","0.47294962603234575","0.47294962603234575","0.47294962603234575","0.6525895088603141","0.6525895088603141","0.6525895088603141"
"81324","0.6590358254639285","0.6590358254639285","0.6590358254639285","0.45484754533555066","0.45484754533555066","0.45484754533555066","0.6664682670383347","0.6664682670383347","0.6664682670383347","0.46117528092754995","0.46117528092754995","0.46117528092754995","0.37297281805762655","0.37297281805762655","0.37297281805762655","0.46375145328111744","0.46375145328111744","0.46375145328111744","0.45944141751191536","0.45944141751191536","0.45944141751191536","0.6926030725419892","0.6926030725419892","0.6926030725419892","0.6500036067036578","0.6500036067036578","0.6500036067036578","0.3823312127357103","0.3823312127357103","0.3823312127357103","0.4789155254305234","0.4789155254305234","0.4789155254305234","0.655744485797214","0.655744485797214","0.655744485797214"
"83583","0.6590778942852208","0.6590778942852208","0.6590778942852208","0.45417686248377326","0.45417686248377326","0.45417686248377326","0.6661857208144728","0.6661857208144728","0.6661857208144728","0.45818217061780026","0.45818217061780026","0.45818217061780026","0.37143746381929404","0.37143746381929404","0.37143746381929404","0.4576229685328674","0.4576229685328674","0.4576229685328674","0.4579301533667869","0.4579301533667869","0.4579301533667869","0.6926968071300637","0.6926968071300637","0.6926968071300637","0.649761820362682","0.649761820362682","0.649761820362682","0.3761623059763996","0.3761623059763996","0.3761623059763996","0.4797356352099053","0.4797356352099053","0.4797356352099053","0.6601912452138318","0.6601912452138318","0.6601912452138318"
