"Step","retrogan_full_150epochs_alllosses - simverb","retrogan_full_150epochs_alllosses - simverb__MIN","retrogan_full_150epochs_alllosses - simverb__MAX","retrogan_full_150epochs_nocyclemae - simverb","retrogan_full_150epochs_nocyclemae - simverb__MIN","retrogan_full_150epochs_nocyclemae - simverb__MAX","retrogan_full_150epochs_nocycledis - simverb","retrogan_full_150epochs_nocycledis - simverb__MIN","retrogan_full_150epochs_nocycledis - simverb__MAX","retrogan_ook_150epochs_alllosses - simverb","retrogan_ook_150epochs_alllosses - simverb__MIN","retrogan_ook_150epochs_alllosses - simverb__MAX","retrogan_full_150epochs_noonewaymm - simverb","retrogan_full_150epochs_noonewaymm - simverb__MIN","retrogan_full_150epochs_noonewaymm - simverb__MAX","retrogan_full_150epochs_nocycleid - simverb","retrogan_full_150epochs_nocycleid - simverb__MIN","retrogan_full_150epochs_nocycleid - simverb__MAX","retrogan_ook_150epochs_noonewaymm - simverb","retrogan_ook_150epochs_noonewaymm - simverb__MIN","retrogan_ook_150epochs_noonewaymm - simverb__MAX","retrogan_ook_150epochs_nocyclemae - simverb","retrogan_ook_150epochs_nocyclemae - simverb__MIN","retrogan_ook_150epochs_nocyclemae - simverb__MAX","retrogan_ook_150epochs_nocycleid - simverb","retrogan_ook_150epochs_nocycleid - simverb__MIN","retrogan_ook_150epochs_nocycleid - simverb__MAX","retrogan_full_150epochs_nocyclemm - simverb","retrogan_full_150epochs_nocyclemm - simverb__MIN","retrogan_full_150epochs_nocyclemm - simverb__MAX","retrogan_ook_150epochs_nocyclemm - simverb","retrogan_ook_150epochs_nocyclemm - simverb__MIN","retrogan_ook_150epochs_nocyclemm - simverb__MAX","retrogan_ook_150epochs_nocycledis - simverb","retrogan_ook_150epochs_nocycledis - simverb__MIN","retrogan_ook_150epochs_nocycledis - simverb__MAX"
"24849","0.5648966624779629","0.5648966624779629","0.5648966624779629","0.5993295250877102","0.5993295250877102","0.5993295250877102","0.563957686722632","0.563957686722632","0.563957686722632","0.43779767742259906","0.43779767742259906","0.43779767742259906","0.24760785550609243","0.24760785550609243","0.24760785550609243","0.5976441942906154","0.5976441942906154","0.5976441942906154","0.26991048756004804","0.26991048756004804","0.26991048756004804","0.44987931229620676","0.44987931229620676","0.44987931229620676","0.45017132690910155","0.45017132690910155","0.45017132690910155","0.5816241405257621","0.5816241405257621","0.5816241405257621","0.44873411278053366","0.44873411278053366","0.44873411278053366","0.43376522071354046","0.43376522071354046","0.43376522071354046"
"27108","0.5784054484876859","0.5784054484876859","0.5784054484876859","0.6081942168075425","0.6081942168075425","0.6081942168075425","0.5753215375364729","0.5753215375364729","0.5753215375364729","0.4484118955509824","0.4484118955509824","0.4484118955509824","0.2776102478738836","0.2776102478738836","0.2776102478738836","0.6071548961992256","0.6071548961992256","0.6071548961992256","0.26670826755085597","0.26670826755085597","0.26670826755085597","0.45649900630543894","0.45649900630543894","0.45649900630543894","0.45516823748446383","0.45516823748446383","0.45516823748446383","0.5936457012577704","0.5936457012577704","0.5936457012577704","0.4504698431052769","0.4504698431052769","0.4504698431052769","0.43910681124844547","0.43910681124844547","0.43910681124844547"
"29367","0.5864704824143538","0.5864704824143538","0.5864704824143538","0.6190151624634385","0.6190151624634385","0.6190151624634385","0.5792087699647377","0.5792087699647377","0.5792087699647377","0.44709446227900884","0.44709446227900884","0.44709446227900884","0.28246310782181133","0.28246310782181133","0.28246310782181133","0.6178052207821333","0.6178052207821333","0.6178052207821333","0.2569302925020339","0.2569302925020339","0.2569302925020339","0.460622650585311","0.460622650585311","0.460622650585311","0.4620232870409671","0.4620232870409671","0.4620232870409671","0.5979871216668214","0.5979871216668214","0.5979871216668214","0.4523098309233302","0.4523098309233302","0.4523098309233302","0.44232480353769515","0.44232480353769515","0.44232480353769515"
"31626","0.5897976132124403","0.5897976132124403","0.5897976132124403","0.6326491821908959","0.6326491821908959","0.6326491821908959","0.58820584347687","0.58820584347687","0.58820584347687","0.44628445698623354","0.44628445698623354","0.44628445698623354","0.27369609237062026","0.27369609237062026","0.27369609237062026","0.6298274145680921","0.6298274145680921","0.6298274145680921","0.24336426058988528","0.24336426058988528","0.24336426058988528","0.47143070378575347","0.47143070378575347","0.47143070378575347","0.4664086848829158","0.4664086848829158","0.4664086848829158","0.6083564813613331","0.6083564813613331","0.6083564813613331","0.4609820010978079","0.4609820010978079","0.4609820010978079","0.43991134085947764","0.43991134085947764","0.43991134085947764"
"33885","0.5986574616362282","0.5986574616362282","0.5986574616362282","0.6364418224049078","0.6364418224049078","0.6364418224049078","0.5960587308191874","0.5960587308191874","0.5960587308191874","0.44678520122692034","0.44678520122692034","0.44678520122692034","0.26748620856039196","0.26748620856039196","0.26748620856039196","0.6343604902505285","0.6343604902505285","0.6343604902505285","0.25149285810709143","0.25149285810709143","0.25149285810709143","0.46834780309089363","0.46834780309089363","0.46834780309089363","0.468271914088434","0.468271914088434","0.468271914088434","0.6148093156440276","0.6148093156440276","0.6148093156440276","0.46157935607371026","0.46157935607371026","0.46157935607371026","0.44137830992430105","0.44137830992430105","0.44137830992430105"
"36144","0.6030728053631941","0.6030728053631941","0.6030728053631941","0.6438651577908211","0.6438651577908211","0.6438651577908211","0.5981340084618958","0.5981340084618958","0.5981340084618958","0.4490659380826193","0.4490659380826193","0.4490659380826193","0.2666657640030025","0.2666657640030025","0.2666657640030025","0.6473382178906483","0.6473382178906483","0.6473382178906483","0.24241609866477157","0.24241609866477157","0.24241609866477157","0.4727138778886654","0.4727138778886654","0.4727138778886654","0.46482196334991527","0.46482196334991527","0.46482196334991527","0.6235100058633606","0.6235100058633606","0.6235100058633606","0.4620622106030783","0.4620622106030783","0.4620622106030783","0.4485688067190792","0.4485688067190792","0.4485688067190792"
"38403","0.6042807023181117","0.6042807023181117","0.6042807023181117","0.6488493303607719","0.6488493303607719","0.6488493303607719","0.5989937784675652","0.5989937784675652","0.5989937784675652","0.4469125241794269","0.4469125241794269","0.4469125241794269","0.29934147404441336","0.29934147404441336","0.29934147404441336","0.6519459173385075","0.6519459173385075","0.6519459173385075","0.2430521152574753","0.2430521152574753","0.2430521152574753","0.4686214590776408","0.4686214590776408","0.4686214590776408","0.46261980433012295","0.46261980433012295","0.46261980433012295","0.6307573770956066","0.6307573770956066","0.6307573770956066","0.4595400429136268","0.4595400429136268","0.4595400429136268","0.4452145738449866","0.4452145738449866","0.4452145738449866"
"40662","0.6110682463715381","0.6110682463715381","0.6110682463715381","0.6545871778482846","0.6545871778482846","0.6545871778482846","0.6057831465249811","0.6057831465249811","0.6057831465249811","0.4550030710679727","0.4550030710679727","0.4550030710679727","0.2635483050474999","0.2635483050474999","0.2635483050474999","0.6506750874871988","0.6506750874871988","0.6506750874871988","0.2473437848805949","0.2473437848805949","0.2473437848805949","0.47568241841832554","0.47568241841832554","0.47568241841832554","0.46794901692219076","0.46794901692219076","0.46794901692219076","0.6387049918851676","0.6387049918851676","0.6387049918851676","0.46780731104319906","0.46780731104319906","0.46780731104319906","0.4438444131059813","0.4438444131059813","0.4438444131059813"
"42921","0.6148845205377933","0.6148845205377933","0.6148845205377933","0.6605994971122616","0.6605994971122616","0.6605994971122616","0.6082814200700917","0.6082814200700917","0.6082814200700917","0.4524759122810489","0.4524759122810489","0.4524759122810489","0.26294168396738327","0.26294168396738327","0.26294168396738327","0.6572307536338436","0.6572307536338436","0.6572307536338436","0.25420233558925925","0.25420233558925925","0.25420233558925925","0.4743022804862653","0.4743022804862653","0.4743022804862653","0.4681482468091319","0.4681482468091319","0.4681482468091319","0.6426373007148137","0.6426373007148137","0.6426373007148137","0.4638273654103157","0.4638273654103157","0.4638273654103157","0.4485375477281364","0.4485375477281364","0.4485375477281364"
"45180","0.6199644343517856","0.6199644343517856","0.6199644343517856","0.660926995125047","0.660926995125047","0.660926995125047","0.6151085192008225","0.6151085192008225","0.6151085192008225","0.4555000759364043","0.4555000759364043","0.4555000759364043","0.26247290167874116","0.26247290167874116","0.26247290167874116","0.6629973290896258","0.6629973290896258","0.6629973290896258","0.24762250424054358","0.24762250424054358","0.24762250424054358","0.47545951328990066","0.47545951328990066","0.47545951328990066","0.46981071727392026","0.46981071727392026","0.46981071727392026","0.6451828747309344","0.6451828747309344","0.6451828747309344","0.4696793028020507","0.4696793028020507","0.4696793028020507","0.4495710427068412","0.4495710427068412","0.4495710427068412"
"47439","0.6247316164394322","0.6247316164394322","0.6247316164394322","0.6686405411363763","0.6686405411363763","0.6686405411363763","0.6231474759728503","0.6231474759728503","0.6231474759728503","0.4595609446388998","0.4595609446388998","0.4595609446388998","0.29011705027323725","0.29011705027323725","0.29011705027323725","0.6661454032161637","0.6661454032161637","0.6661454032161637","0.24483609163608255","0.24483609163608255","0.24483609163608255","0.4836357557911703","0.4836357557911703","0.4836357557911703","0.4733533604696982","0.4733533604696982","0.4733533604696982","0.6525362366384456","0.6525362366384456","0.6525362366384456","0.47086510271076615","0.47086510271076615","0.47086510271076615","0.45321340315964365","0.45321340315964365","0.45321340315964365"
"49698","0.6292739168344936","0.6292739168344936","0.6292739168344936","0.6752325822734359","0.6752325822734359","0.6752325822734359","0.6235842868582361","0.6235842868582361","0.6235842868582361","0.453948325785036","0.453948325785036","0.453948325785036","0.27551873398218774","0.27551873398218774","0.27551873398218774","0.6674662341786735","0.6674662341786735","0.6674662341786735","0.23321863933465448","0.23321863933465448","0.23321863933465448","0.4777381514300248","0.4777381514300248","0.4777381514300248","0.4744882177657887","0.4744882177657887","0.4744882177657887","0.6556728939687564","0.6556728939687564","0.6556728939687564","0.4660688138191275","0.4660688138191275","0.4660688138191275","0.4504121710159723","0.4504121710159723","0.4504121710159723"
"51957","0.6316855481090752","0.6316855481090752","0.6316855481090752","0.6786575933076997","0.6786575933076997","0.6786575933076997","0.6271147193606408","0.6271147193606408","0.6271147193606408","0.4578377070725127","0.4578377070725127","0.4578377070725127","0.2676143702391404","0.2676143702391404","0.2676143702391404","0.6752514846204869","0.6752514846204869","0.6752514846204869","0.23112257811221565","0.23112257811221565","0.23112257811221565","0.47741707308531134","0.47741707308531134","0.47741707308531134","0.4768849133430962","0.4768849133430962","0.4768849133430962","0.6594739188807679","0.6594739188807679","0.6594739188807679","0.4680237297043827","0.4680237297043827","0.4680237297043827","0.44866268969982265","0.44866268969982265","0.44866268969982265"
"54216","0.6344164697615456","0.6344164697615456","0.6344164697615456","0.6828245963919574","0.6828245963919574","0.6828245963919574","0.6321397378206834","0.6321397378206834","0.6321397378206834","0.45601859060765865","0.45601859060765865","0.45601859060765865","0.2700566144387173","0.2700566144387173","0.2700566144387173","0.6793420670404684","0.6793420670404684","0.6793420670404684","0.24086032132300866","0.24086032132300866","0.24086032132300866","0.48011662701882923","0.48011662701882923","0.48011662701882923","0.47361433258375935","0.47361433258375935","0.47361433258375935","0.6611237890639695","0.6611237890639695","0.6611237890639695","0.4676040675591414","0.4676040675591414","0.4676040675591414","0.45194512460080377","0.45194512460080377","0.45194512460080377"
"56475","0.6360664950941425","0.6360664950941425","0.6360664950941425","0.6779509071391635","0.6779509071391635","0.6779509071391635","0.6320630035460407","0.6320630035460407","0.6320630035460407","0.45946899087608967","0.45946899087608967","0.45946899087608967","0.23435175067773556","0.23435175067773556","0.23435175067773556","0.6800174278914276","0.6800174278914276","0.6800174278914276","0.23136667741438433","0.23136667741438433","0.23136667741438433","0.47643651603804354","0.47643651603804354","0.47643651603804354","0.4707258883215699","0.4707258883215699","0.4707258883215699","0.6639251934247059","0.6639251934247059","0.6639251934247059","0.4636857619845868","0.4636857619845868","0.4636857619845868","0.4534275358991347","0.4534275358991347","0.4534275358991347"
"58734","0.6391420916551632","0.6391420916551632","0.6391420916551632","0.6872762612923897","0.6872762612923897","0.6872762612923897","0.6345113787131399","0.6345113787131399","0.6345113787131399","0.4612281552466523","0.4612281552466523","0.4612281552466523","0.25437287546564613","0.25437287546564613","0.25437287546564613","0.6909466340829113","0.6909466340829113","0.6909466340829113","0.2393100858180259","0.2393100858180259","0.2393100858180259","0.4802008629157723","0.4802008629157723","0.4802008629157723","0.4807869090152179","0.4807869090152179","0.4807869090152179","0.6670933779230366","0.6670933779230366","0.6670933779230366","0.4695485931533617","0.4695485931533617","0.4695485931533617","0.4524532271411939","0.4524532271411939","0.4524532271411939"
"60993","0.6427045713142158","0.6427045713142158","0.6427045713142158","0.6873426133564796","0.6873426133564796","0.6873426133564796","0.6374161412213659","0.6374161412213659","0.6374161412213659","0.45664490909721156","0.45664490909721156","0.45664490909721156","0.25292919207246833","0.25292919207246833","0.25292919207246833","0.6880245478500684","0.6880245478500684","0.6880245478500684","0.22950852163684632","0.22950852163684632","0.22950852163684632","0.47806859570738286","0.47806859570738286","0.47806859570738286","0.48219396097661843","0.48219396097661843","0.48219396097661843","0.672522174606074","0.672522174606074","0.672522174606074","0.47202742447944834","0.47202742447944834","0.47202742447944834","0.45207453398881287","0.45207453398881287","0.45207453398881287"
"63252","0.6423242804787826","0.6423242804787826","0.6423242804787826","0.6891706485738053","0.6891706485738053","0.6891706485738053","0.6447005383463461","0.6447005383463461","0.6447005383463461","0.454100594287498","0.454100594287498","0.454100594287498","0.2600163769282684","0.2600163769282684","0.2600163769282684","0.6932179638052327","0.6932179638052327","0.6932179638052327","0.22288634360823933","0.22288634360823933","0.22288634360823933","0.46775502275162156","0.46775502275162156","0.46775502275162156","0.4737821962695032","0.4737821962695032","0.4737821962695032","0.6721673641439538","0.6721673641439538","0.6721673641439538","0.4670934270656272","0.4670934270656272","0.4670934270656272","0.4520430266712831","0.4520430266712831","0.4520430266712831"
"65511","0.6467710467506681","0.6467710467506681","0.6467710467506681","0.6957119527884861","0.6957119527884861","0.6957119527884861","0.6412705367744637","0.6412705367744637","0.6412705367744637","0.45669232802228626","0.45669232802228626","0.45669232802228626","0.2504072170243349","0.2504072170243349","0.2504072170243349","0.6911901512122199","0.6911901512122199","0.6911901512122199","0.21641541304192313","0.21641541304192313","0.21641541304192313","0.47478484851400976","0.47478484851400976","0.47478484851400976","0.473350242083504","0.473350242083504","0.473350242083504","0.6778962635794992","0.6778962635794992","0.6778962635794992","0.4682658767639953","0.4682658767639953","0.4682658767639953","0.4524955939447216","0.4524955939447216","0.4524955939447216"
"67770","0.6400698759311365","0.6400698759311365","0.6400698759311365","0.6995225528355171","0.6995225528355171","0.6995225528355171","0.6456057475389281","0.6456057475389281","0.6456057475389281","0.4586890427713879","0.4586890427713879","0.4586890427713879","0.2402776124761917","0.2402776124761917","0.2402776124761917","0.6968811595004034","0.6968811595004034","0.6968811595004034","0.20001433228628177","0.20001433228628177","0.20001433228628177","0.4766523493719802","0.4766523493719802","0.4766523493719802","0.47817786669438883","0.47817786669438883","0.47817786669438883","0.6765021903835825","0.6765021903835825","0.6765021903835825","0.47287316366983806","0.47287316366983806","0.47287316366983806","0.45252317192769054","0.45252317192769054","0.45252317192769054"
"70029","0.6468422890932742","0.6468422890932742","0.6468422890932742","0.6977072284498753","0.6977072284498753","0.6977072284498753","0.6463694681706731","0.6463694681706731","0.6463694681706731","0.45943202596282956","0.45943202596282956","0.45943202596282956","0.23148820210011659","0.23148820210011659","0.23148820210011659","0.6981616005034882","0.6981616005034882","0.6981616005034882","0.20435289639286194","0.20435289639286194","0.20435289639286194","0.4766287557292173","0.4766287557292173","0.4766287557292173","0.4712131652398061","0.4712131652398061","0.4712131652398061","0.6782070836372882","0.6782070836372882","0.6782070836372882","0.469157568766202","0.469157568766202","0.469157568766202","0.452862797215619","0.452862797215619","0.452862797215619"
"72288","0.6518034241649762","0.6518034241649762","0.6518034241649762","0.7003847009395929","0.7003847009395929","0.7003847009395929","0.6528441001795723","0.6528441001795723","0.6528441001795723","0.4572174275869599","0.4572174275869599","0.4572174275869599","0.24770716039582502","0.24770716039582502","0.24770716039582502","0.6953956059942352","0.6953956059942352","0.6953956059942352","0.1970463551515948","0.1970463551515948","0.1970463551515948","0.4723343534601379","0.4723343534601379","0.4723343534601379","0.4737556970918387","0.4737556970918387","0.4737556970918387","0.6798247303797315","0.6798247303797315","0.6798247303797315","0.46657996937808177","0.46657996937808177","0.46657996937808177","0.4536662574917036","0.4536662574917036","0.4536662574917036"
"74547","0.655575050682936","0.655575050682936","0.655575050682936","0.7024821471096753","0.7024821471096753","0.7024821471096753","0.6512337434346572","0.6512337434346572","0.6512337434346572","0.4537612262524342","0.4537612262524342","0.4537612262524342","0.2516799258156525","0.2516799258156525","0.2516799258156525","0.7021197361881176","0.7021197361881176","0.7021197361881176","0.20503628943758853","0.20503628943758853","0.20503628943758853","0.4721748970595971","0.4721748970595971","0.4721748970595971","0.47094653076343396","0.47094653076343396","0.47094653076343396","0.6800582510378039","0.6800582510378039","0.6800582510378039","0.47155320569640813","0.47155320569640813","0.47155320569640813","0.45366747605843893","0.45366747605843893","0.45366747605843893"
"76806","0.6557027977247678","0.6557027977247678","0.6557027977247678","0.7023476160382728","0.7023476160382728","0.7023476160382728","0.6574391684837835","0.6574391684837835","0.6574391684837835","0.45936387354857716","0.45936387354857716","0.45936387354857716","0.2524916504892613","0.2524916504892613","0.2524916504892613","0.7039304003987579","0.7039304003987579","0.7039304003987579","0.20109261333731132","0.20109261333731132","0.20109261333731132","0.47263783244425317","0.47263783244425317","0.47263783244425317","0.4722545579043982","0.4722545579043982","0.4722545579043982","0.6846148424291728","0.6846148424291728","0.6846148424291728","0.4688779837495533","0.4688779837495533","0.4688779837495533","0.4580473271479245","0.4580473271479245","0.4580473271479245"
"79065","0.6545623659634465","0.6545623659634465","0.6545623659634465","0.7040840353646137","0.7040840353646137","0.7040840353646137","0.6568705996232995","0.6568705996232995","0.6568705996232995","0.46022974753350115","0.46022974753350115","0.46022974753350115","0.242615804794422","0.242615804794422","0.242615804794422","0.6988236121981789","0.6988236121981789","0.6988236121981789","0.20906458737150982","0.20906458737150982","0.20906458737150982","0.4709161006047957","0.4709161006047957","0.4709161006047957","0.4743388533654426","0.4743388533654426","0.4743388533654426","0.6852025423111994","0.6852025423111994","0.6852025423111994","0.4713522500598362","0.4713522500598362","0.4713522500598362","0.45501859581647636","0.45501859581647636","0.45501859581647636"
"81324","0.6568629966674443","0.6568629966674443","0.6568629966674443","0.7074448766452697","0.7074448766452697","0.7074448766452697","0.6595516105993904","0.6595516105993904","0.6595516105993904","0.458703216140458","0.458703216140458","0.458703216140458","0.22807584694968586","0.22807584694968586","0.22807584694968586","0.7042878066256841","0.7042878066256841","0.7042878066256841","0.2134717808714264","0.2134717808714264","0.2134717808714264","0.4661357256997466","0.4661357256997466","0.4661357256997466","0.4722982306701645","0.4722982306701645","0.4722982306701645","0.6897084346859406","0.6897084346859406","0.6897084346859406","0.4634410943555412","0.4634410943555412","0.4634410943555412","0.4598447140035585","0.4598447140035585","0.4598447140035585"
"83583","0.6548268643172642","0.6548268643172642","0.6548268643172642","0.7073469317954609","0.7073469317954609","0.7073469317954609","0.6563120730020908","0.6563120730020908","0.6563120730020908","0.4603154160643584","0.4603154160643584","0.4603154160643584","0.23970143917330278","0.23970143917330278","0.23970143917330278","0.70814076845826","0.70814076845826","0.70814076845826","0.2122178692299411","0.2122178692299411","0.2122178692299411","0.46520326226738745","0.46520326226738745","0.46520326226738745","0.4766282833524936","0.4766282833524936","0.4766282833524936","0.6868169055105493","0.6868169055105493","0.6868169055105493","0.4728243633752562","0.4728243633752562","0.4728243633752562","0.45792286798805343","0.45792286798805343","0.45792286798805343"
