"Step","retrogan_full_150epochs_nocycleid - simlex","retrogan_full_150epochs_nocycleid - simlex__MIN","retrogan_full_150epochs_nocycleid - simlex__MAX","retrogan_ook_150epochs_nocycleid - simlex","retrogan_ook_150epochs_nocycleid - simlex__MIN","retrogan_ook_150epochs_nocycleid - simlex__MAX","retrogan_full_150epochs_nocyclemae - simlex","retrogan_full_150epochs_nocyclemae - simlex__MIN","retrogan_full_150epochs_nocyclemae - simlex__MAX","retrogan_ook_150epochs_nocyclemae - simlex","retrogan_ook_150epochs_nocyclemae - simlex__MIN","retrogan_ook_150epochs_nocyclemae - simlex__MAX","retrogan_full_150epochs_noonewaymm - simlex","retrogan_full_150epochs_noonewaymm - simlex__MIN","retrogan_full_150epochs_noonewaymm - simlex__MAX","retrogan_ook_150epochs_alllosses - simlex","retrogan_ook_150epochs_alllosses - simlex__MIN","retrogan_ook_150epochs_alllosses - simlex__MAX","retrogan_ook_150epochs_nocycledis - simlex","retrogan_ook_150epochs_nocycledis - simlex__MIN","retrogan_ook_150epochs_nocycledis - simlex__MAX","retrogan_full_150epochs_nocyclemm - simlex","retrogan_full_150epochs_nocyclemm - simlex__MIN","retrogan_full_150epochs_nocyclemm - simlex__MAX","retrogan_full_150epochs_nocycledis - simlex","retrogan_full_150epochs_nocycledis - simlex__MIN","retrogan_full_150epochs_nocycledis - simlex__MAX","retrogan_ook_150epochs_noonewaymm - simlex","retrogan_ook_150epochs_noonewaymm - simlex__MIN","retrogan_ook_150epochs_noonewaymm - simlex__MAX","retrogan_ook_150epochs_nocyclemm - simlex","retrogan_ook_150epochs_nocyclemm - simlex__MIN","retrogan_ook_150epochs_nocyclemm - simlex__MAX","retrogan_full_150epochs_alllosses - simlex","retrogan_full_150epochs_alllosses - simlex__MIN","retrogan_full_150epochs_alllosses - simlex__MAX"
"38403","0.7017756906678895","0.7017756906678895","0.7017756906678895","0.5859092078704481","0.5859092078704481","0.5859092078704481","0.699801498523696","0.699801498523696","0.699801498523696","0.5806353693678994","0.5806353693678994","0.5806353693678994","0.4688847618403262","0.4688847618403262","0.4688847618403262","0.5807570261603482","0.5807570261603482","0.5807570261603482","0.5827928260504877","0.5827928260504877","0.5827928260504877","0.7278924641430036","0.7278924641430036","0.7278924641430036","0.6937246469551065","0.6937246469551065","0.6937246469551065","0.4654827889698758","0.4654827889698758","0.4654827889698758","0.6047123890318927","0.6047123890318927","0.6047123890318927","0.6990786170525825","0.6990786170525825","0.6990786170525825"
"40662","0.7077353100303965","0.7077353100303965","0.7077353100303965","0.5916216006039798","0.5916216006039798","0.5916216006039798","0.7062601712744228","0.7062601712744228","0.7062601712744228","0.5859721095174764","0.5859721095174764","0.5859721095174764","0.4759175776191604","0.4759175776191604","0.4759175776191604","0.583688903704133","0.583688903704133","0.583688903704133","0.5860984845352665","0.5860984845352665","0.5860984845352665","0.7265983042805971","0.7265983042805971","0.7265983042805971","0.7019662251249226","0.7019662251249226","0.7019662251249226","0.4670680284306184","0.4670680284306184","0.4670680284306184","0.6066492867341963","0.6066492867341963","0.6066492867341963","0.703205872633829","0.703205872633829","0.703205872633829"
"42921","0.7051254440979204","0.7051254440979204","0.7051254440979204","0.5864846508177823","0.5864846508177823","0.5864846508177823","0.7063318714488098","0.7063318714488098","0.7063318714488098","0.5824454467097148","0.5824454467097148","0.5824454467097148","0.47281375408054827","0.47281375408054827","0.47281375408054827","0.5768400264958851","0.5768400264958851","0.5768400264958851","0.5840537717730214","0.5840537717730214","0.5840537717730214","0.7351067029079944","0.7351067029079944","0.7351067029079944","0.6990582576695078","0.6990582576695078","0.6990582576695078","0.46883297570631577","0.46883297570631577","0.46883297570631577","0.6059667689587025","0.6059667689587025","0.6059667689587025","0.7036614521957959","0.7036614521957959","0.7036614521957959"
"45180","0.7084806740395088","0.7084806740395088","0.7084806740395088","0.5904391615773398","0.5904391615773398","0.5904391615773398","0.7114155245467103","0.7114155245467103","0.7114155245467103","0.5845098448228427","0.5845098448228427","0.5845098448228427","0.4739590507052784","0.4739590507052784","0.4739590507052784","0.5758016738864998","0.5758016738864998","0.5758016738864998","0.582742129200644","0.582742129200644","0.582742129200644","0.7381346842023909","0.7381346842023909","0.7381346842023909","0.7051087256923096","0.7051087256923096","0.7051087256923096","0.46428734473282357","0.46428734473282357","0.46428734473282357","0.6140093270876442","0.6140093270876442","0.6140093270876442","0.7052923031742219","0.7052923031742219","0.7052923031742219"
"47439","0.7121054988033242","0.7121054988033242","0.7121054988033242","0.5887590219948993","0.5887590219948993","0.5887590219948993","0.7143728708783083","0.7143728708783083","0.7143728708783083","0.585273035826275","0.585273035826275","0.585273035826275","0.47362184202882596","0.47362184202882596","0.47362184202882596","0.585035836676259","0.585035836676259","0.585035836676259","0.5880836176662851","0.5880836176662851","0.5880836176662851","0.7408278219511503","0.7408278219511503","0.7408278219511503","0.7093943968930284","0.7093943968930284","0.7093943968930284","0.46733680478518436","0.46733680478518436","0.46733680478518436","0.6127122123162547","0.6127122123162547","0.6127122123162547","0.7099097968120044","0.7099097968120044","0.7099097968120044"
"49698","0.7170971284526304","0.7170971284526304","0.7170971284526304","0.5900360241271413","0.5900360241271413","0.5900360241271413","0.7161718206708166","0.7161718206708166","0.7161718206708166","0.5846528178833524","0.5846528178833524","0.5846528178833524","0.4723737269905118","0.4723737269905118","0.4723737269905118","0.5775056092125634","0.5775056092125634","0.5775056092125634","0.5870772274227025","0.5870772274227025","0.5870772274227025","0.7426741586139897","0.7426741586139897","0.7426741586139897","0.7120923250848642","0.7120923250848642","0.7120923250848642","0.47282682105877183","0.47282682105877183","0.47282682105877183","0.6151913786371347","0.6151913786371347","0.6151913786371347","0.7116085023704382","0.7116085023704382","0.7116085023704382"
"51957","0.7147859743759118","0.7147859743759118","0.7147859743759118","0.5858030718728412","0.5858030718728412","0.5858030718728412","0.7146098955021317","0.7146098955021317","0.7146098955021317","0.5842893941691605","0.5842893941691605","0.5842893941691605","0.4603845117806743","0.4603845117806743","0.4603845117806743","0.5833387199079914","0.5833387199079914","0.5833387199079914","0.585030119438919","0.585030119438919","0.585030119438919","0.738845023860224","0.738845023860224","0.738845023860224","0.7095133214478431","0.7095133214478431","0.7095133214478431","0.46907471253733624","0.46907471253733624","0.46907471253733624","0.6126710421892627","0.6126710421892627","0.6126710421892627","0.71122864310343","0.71122864310343","0.71122864310343"
"54216","0.7203283184165209","0.7203283184165209","0.7203283184165209","0.5928043285015591","0.5928043285015591","0.5928043285015591","0.7206535870941498","0.7206535870941498","0.7206535870941498","0.5925533357641926","0.5925533357641926","0.5925533357641926","0.4662843215723527","0.4662843215723527","0.4662843215723527","0.5890872395633666","0.5890872395633666","0.5890872395633666","0.5884990080588247","0.5884990080588247","0.5884990080588247","0.7481961974348251","0.7481961974348251","0.7481961974348251","0.711332173244439","0.711332173244439","0.711332173244439","0.47917645706620987","0.47917645706620987","0.47917645706620987","0.6099654829901144","0.6099654829901144","0.6099654829901144","0.7143259534232536","0.7143259534232536","0.7143259534232536"
"56475","0.7230521426844341","0.7230521426844341","0.7230521426844341","0.590269100848128","0.590269100848128","0.590269100848128","0.7241612205287863","0.7241612205287863","0.7241612205287863","0.5891786358887044","0.5891786358887044","0.5891786358887044","0.46708415705806144","0.46708415705806144","0.46708415705806144","0.5892586724295399","0.5892586724295399","0.5892586724295399","0.5883684865394269","0.5883684865394269","0.5883684865394269","0.7486944757325042","0.7486944757325042","0.7486944757325042","0.7180987463075705","0.7180987463075705","0.7180987463075705","0.4689077210618544","0.4689077210618544","0.4689077210618544","0.6071801593028574","0.6071801593028574","0.6071801593028574","0.7212935024242444","0.7212935024242444","0.7212935024242444"
"58734","0.7225787915415571","0.7225787915415571","0.7225787915415571","0.5877794666579466","0.5877794666579466","0.5877794666579466","0.7205408010467947","0.7205408010467947","0.7205408010467947","0.5824184673676149","0.5824184673676149","0.5824184673676149","0.4634198953928898","0.4634198953928898","0.4634198953928898","0.5827104677420701","0.5827104677420701","0.5827104677420701","0.5881861006501392","0.5881861006501392","0.5881861006501392","0.7499901822580648","0.7499901822580648","0.7499901822580648","0.7179147234829603","0.7179147234829603","0.7179147234829603","0.4762569708820912","0.4762569708820912","0.4762569708820912","0.6132664954672866","0.6132664954672866","0.6132664954672866","0.7178745644042558","0.7178745644042558","0.7178745644042558"
"60993","0.7255456405234284","0.7255456405234284","0.7255456405234284","0.5925210261289134","0.5925210261289134","0.5925210261289134","0.719861099762959","0.719861099762959","0.719861099762959","0.5889212290454493","0.5889212290454493","0.5889212290454493","0.4659662987407842","0.4659662987407842","0.4659662987407842","0.5875104194868751","0.5875104194868751","0.5875104194868751","0.5905815568959709","0.5905815568959709","0.5905815568959709","0.749452695748523","0.749452695748523","0.749452695748523","0.7173683120650237","0.7173683120650237","0.7173683120650237","0.467983550709364","0.467983550709364","0.467983550709364","0.6099407664703722","0.6099407664703722","0.6099407664703722","0.7141136152284494","0.7141136152284494","0.7141136152284494"
"63252","0.7313665644761053","0.7313665644761053","0.7313665644761053","0.592724082561885","0.592724082561885","0.592724082561885","0.7276754550485326","0.7276754550485326","0.7276754550485326","0.5865236724671633","0.5865236724671633","0.5865236724671633","0.47030227561194965","0.47030227561194965","0.47030227561194965","0.5862909568348507","0.5862909568348507","0.5862909568348507","0.5921726700658122","0.5921726700658122","0.5921726700658122","0.7498385551056658","0.7498385551056658","0.7498385551056658","0.7255867805596975","0.7255867805596975","0.7255867805596975","0.46974405057622537","0.46974405057622537","0.46974405057622537","0.6064583430433325","0.6064583430433325","0.6064583430433325","0.72135574207537","0.72135574207537","0.72135574207537"
"65511","0.7285681934514242","0.7285681934514242","0.7285681934514242","0.5905382443095126","0.5905382443095126","0.5905382443095126","0.7308516219361165","0.7308516219361165","0.7308516219361165","0.5857466517675131","0.5857466517675131","0.5857466517675131","0.47388579784959267","0.47388579784959267","0.47388579784959267","0.5862175535255508","0.5862175535255508","0.5862175535255508","0.5907590741063028","0.5907590741063028","0.5907590741063028","0.7534034030407134","0.7534034030407134","0.7534034030407134","0.7252166827231791","0.7252166827231791","0.7252166827231791","0.4685999290760519","0.4685999290760519","0.4685999290760519","0.6121375457095698","0.6121375457095698","0.6121375457095698","0.7243336824976807","0.7243336824976807","0.7243336824976807"
"67770","0.7301971065872991","0.7301971065872991","0.7301971065872991","0.5877236303126416","0.5877236303126416","0.5877236303126416","0.730562486198476","0.730562486198476","0.730562486198476","0.583452763747561","0.583452763747561","0.583452763747561","0.4708399306295392","0.4708399306295392","0.4708399306295392","0.5833569247953104","0.5833569247953104","0.5833569247953104","0.587925274264548","0.587925274264548","0.587925274264548","0.7573778241014687","0.7573778241014687","0.7573778241014687","0.7234673043874801","0.7234673043874801","0.7234673043874801","0.4728004495492734","0.4728004495492734","0.4728004495492734","0.6080527601745418","0.6080527601745418","0.6080527601745418","0.7198068160989527","0.7198068160989527","0.7198068160989527"
"70029","0.7303528621868719","0.7303528621868719","0.7303528621868719","0.5932143025639871","0.5932143025639871","0.5932143025639871","0.7345386442240457","0.7345386442240457","0.7345386442240457","0.5848929177790504","0.5848929177790504","0.5848929177790504","0.46801723426451297","0.46801723426451297","0.46801723426451297","0.5868377774866178","0.5868377774866178","0.5868377774866178","0.5912042663507447","0.5912042663507447","0.5912042663507447","0.755378052563894","0.755378052563894","0.755378052563894","0.7290766965767249","0.7290766965767249","0.7290766965767249","0.4630975756060994","0.4630975756060994","0.4630975756060994","0.6060822872436915","0.6060822872436915","0.6060822872436915","0.729965305712961","0.729965305712961","0.729965305712961"
"72288","0.7356151037248375","0.7356151037248375","0.7356151037248375","0.5932971543602593","0.5932971543602593","0.5932971543602593","0.734809659328391","0.734809659328391","0.734809659328391","0.5905425773736018","0.5905425773736018","0.5905425773736018","0.46804562787058634","0.46804562787058634","0.46804562787058634","0.5909560178873013","0.5909560178873013","0.5909560178873013","0.593037778347509","0.593037778347509","0.593037778347509","0.7540296812552162","0.7540296812552162","0.7540296812552162","0.730978021026485","0.730978021026485","0.730978021026485","0.46396341208328895","0.46396341208328895","0.46396341208328895","0.6039408749345224","0.6039408749345224","0.6039408749345224","0.7228374273225254","0.7228374273225254","0.7228374273225254"
"74547","0.7331068253227833","0.7331068253227833","0.7331068253227833","0.5886069555179468","0.5886069555179468","0.5886069555179468","0.7342713964782001","0.7342713964782001","0.7342713964782001","0.5866349118513642","0.5866349118513642","0.5866349118513642","0.46389723656561566","0.46389723656561566","0.46389723656561566","0.5863481412445389","0.5863481412445389","0.5863481412445389","0.5906583785113856","0.5906583785113856","0.5906583785113856","0.7578482662015534","0.7578482662015534","0.7578482662015534","0.7303206883744877","0.7303206883744877","0.7303206883744877","0.4686401001910454","0.4686401001910454","0.4686401001910454","0.6055611881418093","0.6055611881418093","0.6055611881418093","0.728702187440238","0.728702187440238","0.728702187440238"
"76806","0.7377365478303287","0.7377365478303287","0.7377365478303287","0.5901930856640856","0.5901930856640856","0.5901930856640856","0.7390701445940915","0.7390701445940915","0.7390701445940915","0.5872180176636852","0.5872180176636852","0.5872180176636852","0.46712470731616285","0.46712470731616285","0.46712470731616285","0.5867703020497179","0.5867703020497179","0.5867703020497179","0.590485904506202","0.590485904506202","0.590485904506202","0.7584763257868484","0.7584763257868484","0.7584763257868484","0.728584117461952","0.728584117461952","0.728584117461952","0.468200715456112","0.468200715456112","0.468200715456112","0.607711110107398","0.607711110107398","0.607711110107398","0.7328400831010815","0.7328400831010815","0.7328400831010815"
"79065","0.7384633892405683","0.7384633892405683","0.7384633892405683","0.5954686453559808","0.5954686453559808","0.5954686453559808","0.7412053281236322","0.7412053281236322","0.7412053281236322","0.5880519441714221","0.5880519441714221","0.5880519441714221","0.47196053923888426","0.47196053923888426","0.47196053923888426","0.5878461055727517","0.5878461055727517","0.5878461055727517","0.5914966879953195","0.5914966879953195","0.5914966879953195","0.7561976937633771","0.7561976937633771","0.7561976937633771","0.7334246495555813","0.7334246495555813","0.7334246495555813","0.465901152325832","0.465901152325832","0.465901152325832","0.6060026792273417","0.6060026792273417","0.6060026792273417","0.7354615628024658","0.7354615628024658","0.7354615628024658"
"81324","0.743492818855908","0.743492818855908","0.743492818855908","0.5929644954011005","0.5929644954011005","0.5929644954011005","0.7426847264758516","0.7426847264758516","0.7426847264758516","0.5881202561304172","0.5881202561304172","0.5881202561304172","0.46202976417905217","0.46202976417905217","0.46202976417905217","0.5914362477694199","0.5914362477694199","0.5914362477694199","0.5929013951553016","0.5929013951553016","0.5929013951553016","0.7529327660810365","0.7529327660810365","0.7529327660810365","0.738523829466468","0.738523829466468","0.738523829466468","0.47143479412939543","0.47143479412939543","0.47143479412939543","0.6097655301368318","0.6097655301368318","0.6097655301368318","0.7345632825079085","0.7345632825079085","0.7345632825079085"
"83583","0.7438163001446002","0.7438163001446002","0.7438163001446002","0.5876716756705833","0.5876716756705833","0.5876716756705833","0.740412846810586","0.740412846810586","0.740412846810586","0.5880992467877292","0.5880992467877292","0.5880992467877292","0.46518369320297454","0.46518369320297454","0.46518369320297454","0.5913350406322144","0.5913350406322144","0.5913350406322144","0.5909853563420718","0.5909853563420718","0.5909853563420718","0.7529432978340311","0.7529432978340311","0.7529432978340311","0.7353374867159006","0.7353374867159006","0.7353374867159006","0.46776449626522165","0.46776449626522165","0.46776449626522165","0.612020589088029","0.612020589088029","0.612020589088029","0.7371950953635166","0.7371950953635166","0.7371950953635166"
