"Step","retrogan_full_150epochs_alllosses - card","retrogan_full_150epochs_alllosses - card__MIN","retrogan_full_150epochs_alllosses - card__MAX","retrogan_full_150epochs_nocyclemae - card","retrogan_full_150epochs_nocyclemae - card__MIN","retrogan_full_150epochs_nocyclemae - card__MAX","retrogan_full_150epochs_nocycledis - card","retrogan_full_150epochs_nocycledis - card__MIN","retrogan_full_150epochs_nocycledis - card__MAX","retrogan_ook_150epochs_alllosses - card","retrogan_ook_150epochs_alllosses - card__MIN","retrogan_ook_150epochs_alllosses - card__MAX","retrogan_full_150epochs_noonewaymm - card","retrogan_full_150epochs_noonewaymm - card__MIN","retrogan_full_150epochs_noonewaymm - card__MAX","retrogan_full_150epochs_nocycleid - card","retrogan_full_150epochs_nocycleid - card__MIN","retrogan_full_150epochs_nocycleid - card__MAX","retrogan_ook_150epochs_noonewaymm - card","retrogan_ook_150epochs_noonewaymm - card__MIN","retrogan_ook_150epochs_noonewaymm - card__MAX","retrogan_ook_150epochs_nocyclemae - card","retrogan_ook_150epochs_nocyclemae - card__MIN","retrogan_ook_150epochs_nocyclemae - card__MAX","retrogan_ook_150epochs_nocycleid - card","retrogan_ook_150epochs_nocycleid - card__MIN","retrogan_ook_150epochs_nocycleid - card__MAX","retrogan_full_150epochs_nocyclemm - card","retrogan_full_150epochs_nocyclemm - card__MIN","retrogan_full_150epochs_nocyclemm - card__MAX","retrogan_ook_150epochs_nocyclemm - card","retrogan_ook_150epochs_nocyclemm - card__MIN","retrogan_ook_150epochs_nocyclemm - card__MAX","retrogan_ook_150epochs_nocycledis - card","retrogan_ook_150epochs_nocycledis - card__MIN","retrogan_ook_150epochs_nocycledis - card__MAX"
"24849","0.513134191749995","0.513134191749995","0.513134191749995","0.5009556384705065","0.5009556384705065","0.5009556384705065","0.5078869673723162","0.5078869673723162","0.5078869673723162","0.49371090719190575","0.49371090719190575","0.49371090719190575","0.32385431473757953","0.32385431473757953","0.32385431473757953","0.4979835357840102","0.4979835357840102","0.4979835357840102","0.2842340948374412","0.2842340948374412","0.2842340948374412","0.4978741894650725","0.4978741894650725","0.4978741894650725","0.5062633927276201","0.5062633927276201","0.5062633927276201","0.49835016019001105","0.49835016019001105","0.49835016019001105","0.49257570573795856","0.49257570573795856","0.49257570573795856","0.5028847230137505","0.5028847230137505","0.5028847230137505"
"27108","0.506354636457572","0.506354636457572","0.506354636457572","0.50143891704567","0.50143891704567","0.50143891704567","0.5066965394502403","0.5066965394502403","0.5066965394502403","0.4947103914273892","0.4947103914273892","0.4947103914273892","0.3405907742023834","0.3405907742023834","0.3405907742023834","0.5023664293962233","0.5023664293962233","0.5023664293962233","0.3407296859953741","0.3407296859953741","0.3407296859953741","0.5037714366804766","0.5037714366804766","0.5037714366804766","0.5145421430539102","0.5145421430539102","0.5145421430539102","0.5043330762896239","0.5043330762896239","0.5043330762896239","0.4959020930033615","0.4959020930033615","0.4959020930033615","0.49909009046507546","0.49909009046507546","0.49909009046507546"
"29367","0.5037898315834715","0.5037898315834715","0.5037898315834715","0.5003145938487719","0.5003145938487719","0.5003145938487719","0.4997532674332057","0.4997532674332057","0.4997532674332057","0.492154147177838","0.492154147177838","0.492154147177838","0.30997958854130275","0.30997958854130275","0.30997958854130275","0.5030656862648929","0.5030656862648929","0.5030656862648929","0.31939777887467063","0.31939777887467063","0.31939777887467063","0.4997104434308874","0.4997104434308874","0.4997104434308874","0.5145937991152149","0.5145937991152149","0.5145937991152149","0.5045665099053815","0.5045665099053815","0.5045665099053815","0.49752879958386825","0.49752879958386825","0.49752879958386825","0.5008411975359834","0.5008411975359834","0.5008411975359834"
"31626","0.5079629272555118","0.5079629272555118","0.5079629272555118","0.5031218314341928","0.5031218314341928","0.5031218314341928","0.5063662663792157","0.5063662663792157","0.5063662663792157","0.4947956218405845","0.4947956218405845","0.4947956218405845","0.3035865068560462","0.3035865068560462","0.3035865068560462","0.5055174491357992","0.5055174491357992","0.5055174491357992","0.34156541174710187","0.34156541174710187","0.34156541174710187","0.4985908807764216","0.4985908807764216","0.4985908807764216","0.5125463900370424","0.5125463900370424","0.5125463900370424","0.5085567840443651","0.5085567840443651","0.5085567840443651","0.4969756997196983","0.4969756997196983","0.4969756997196983","0.5095159498261788","0.5095159498261788","0.5095159498261788"
"33885","0.5139109535901933","0.5139109535901933","0.5139109535901933","0.5128498537375275","0.5128498537375275","0.5128498537375275","0.5071011020386947","0.5071011020386947","0.5071011020386947","0.49612141202839893","0.49612141202839893","0.49612141202839893","0.3178323955973374","0.3178323955973374","0.3178323955973374","0.5050925707237192","0.5050925707237192","0.5050925707237192","0.3188212730102086","0.3188212730102086","0.3188212730102086","0.5016887202459316","0.5016887202459316","0.5016887202459316","0.5123906701885343","0.5123906701885343","0.5123906701885343","0.508802828921654","0.508802828921654","0.508802828921654","0.5011321126136535","0.5011321126136535","0.5011321126136535","0.5039270103719803","0.5039270103719803","0.5039270103719803"
"36144","0.5117608378970021","0.5117608378970021","0.5117608378970021","0.5041804883769264","0.5041804883769264","0.5041804883769264","0.5039702937248842","0.5039702937248842","0.5039702937248842","0.49481362003170987","0.49481362003170987","0.49481362003170987","0.29849680524194777","0.29849680524194777","0.29849680524194777","0.49324608615845345","0.49324608615845345","0.49324608615845345","0.31664813045323187","0.31664813045323187","0.31664813045323187","0.5056238305555026","0.5056238305555026","0.5056238305555026","0.5079317749339812","0.5079317749339812","0.5079317749339812","0.5101168639103922","0.5101168639103922","0.5101168639103922","0.4995920614704641","0.4995920614704641","0.4995920614704641","0.5025512762477711","0.5025512762477711","0.5025512762477711"
"38403","0.5127965899491734","0.5127965899491734","0.5127965899491734","0.5131787487567954","0.5131787487567954","0.5131787487567954","0.5078772166121589","0.5078772166121589","0.5078772166121589","0.4989163515458698","0.4989163515458698","0.4989163515458698","0.29359321686141926","0.29359321686141926","0.29359321686141926","0.5059210512639383","0.5059210512639383","0.5059210512639383","0.3148892737568762","0.3148892737568762","0.3148892737568762","0.5086280877829887","0.5086280877829887","0.5086280877829887","0.5103701122400456","0.5103701122400456","0.5103701122400456","0.5072699342584637","0.5072699342584637","0.5072699342584637","0.4954620769015299","0.4954620769015299","0.4954620769015299","0.5089881142442151","0.5089881142442151","0.5089881142442151"
"40662","0.5156299061201114","0.5156299061201114","0.5156299061201114","0.5044354279519176","0.5044354279519176","0.5044354279519176","0.5101099476552254","0.5101099476552254","0.5101099476552254","0.5010989767327763","0.5010989767327763","0.5010989767327763","0.2608787066281592","0.2608787066281592","0.2608787066281592","0.5071294982567117","0.5071294982567117","0.5071294982567117","0.3429489548312657","0.3429489548312657","0.3429489548312657","0.506813548572128","0.506813548572128","0.506813548572128","0.5130306499520931","0.5130306499520931","0.5130306499520931","0.5052573314269343","0.5052573314269343","0.5052573314269343","0.4980917963652001","0.4980917963652001","0.4980917963652001","0.5065159729109673","0.5065159729109673","0.5065159729109673"
"42921","0.5111048017425202","0.5111048017425202","0.5111048017425202","0.5087979431017892","0.5087979431017892","0.5087979431017892","0.5078634987333079","0.5078634987333079","0.5078634987333079","0.4979412964097098","0.4979412964097098","0.4979412964097098","0.2740497912456314","0.2740497912456314","0.2740497912456314","0.5079964598482584","0.5079964598482584","0.5079964598482584","0.2803891872050673","0.2803891872050673","0.2803891872050673","0.5039787917107172","0.5039787917107172","0.5039787917107172","0.5159570681348974","0.5159570681348974","0.5159570681348974","0.5059873439052648","0.5059873439052648","0.5059873439052648","0.49722523148552283","0.49722523148552283","0.49722523148552283","0.506881114867351","0.506881114867351","0.506881114867351"
"45180","0.5138829749636178","0.5138829749636178","0.5138829749636178","0.5138202109699713","0.5138202109699713","0.5138202109699713","0.5082890244121221","0.5082890244121221","0.5082890244121221","0.49288299040013267","0.49288299040013267","0.49288299040013267","0.27321155994525503","0.27321155994525503","0.27321155994525503","0.5052949146566627","0.5052949146566627","0.5052949146566627","0.28027960828498794","0.28027960828498794","0.28027960828498794","0.5065271643615975","0.5065271643615975","0.5065271643615975","0.5089276887626406","0.5089276887626406","0.5089276887626406","0.5073918083206442","0.5073918083206442","0.5073918083206442","0.49669557938078907","0.49669557938078907","0.49669557938078907","0.5083801428646415","0.5083801428646415","0.5083801428646415"
"47439","0.512959784684483","0.512959784684483","0.512959784684483","0.5097909546699305","0.5097909546699305","0.5097909546699305","0.5118197182902432","0.5118197182902432","0.5118197182902432","0.4974284523604933","0.4974284523604933","0.4974284523604933","0.28842869646871505","0.28842869646871505","0.28842869646871505","0.503703661589533","0.503703661589533","0.503703661589533","0.3116418739126191","0.3116418739126191","0.3116418739126191","0.5061772018541096","0.5061772018541096","0.5061772018541096","0.5119944594289083","0.5119944594289083","0.5119944594289083","0.5077286584568712","0.5077286584568712","0.5077286584568712","0.49894652252751287","0.49894652252751287","0.49894652252751287","0.5102752563441254","0.5102752563441254","0.5102752563441254"
"49698","0.5104257354200438","0.5104257354200438","0.5104257354200438","0.5072288850197715","0.5072288850197715","0.5072288850197715","0.5043500096225737","0.5043500096225737","0.5043500096225737","0.4992413629647324","0.4992413629647324","0.4992413629647324","0.3020311321656093","0.3020311321656093","0.3020311321656093","0.5034752390710725","0.5034752390710725","0.5034752390710725","0.3268373583198412","0.3268373583198412","0.3268373583198412","0.5151220940477642","0.5151220940477642","0.5151220940477642","0.5203081621588459","0.5203081621588459","0.5203081621588459","0.5076942071629535","0.5076942071629535","0.5076942071629535","0.4978551264157714","0.4978551264157714","0.4978551264157714","0.5076667714052517","0.5076667714052517","0.5076667714052517"
"51957","0.5150329591545916","0.5150329591545916","0.5150329591545916","0.5070963623758346","0.5070963623758346","0.5070963623758346","0.5115891869350034","0.5115891869350034","0.5115891869350034","0.49612642312569605","0.49612642312569605","0.49612642312569605","0.29800563418854137","0.29800563418854137","0.29800563418854137","0.5025858528191212","0.5025858528191212","0.5025858528191212","0.2811039964290811","0.2811039964290811","0.2811039964290811","0.5127401524658645","0.5127401524658645","0.5127401524658645","0.5111174965223396","0.5111174965223396","0.5111174965223396","0.502746166173485","0.502746166173485","0.502746166173485","0.49549917990110065","0.49549917990110065","0.49549917990110065","0.512283182151511","0.512283182151511","0.512283182151511"
"54216","0.5081281473093124","0.5081281473093124","0.5081281473093124","0.511585553889463","0.511585553889463","0.511585553889463","0.5113809340831638","0.5113809340831638","0.5113809340831638","0.4985750749403636","0.4985750749403636","0.4985750749403636","0.27930584768229644","0.27930584768229644","0.27930584768229644","0.5096827358478846","0.5096827358478846","0.5096827358478846","0.27597561857563235","0.27597561857563235","0.27597561857563235","0.5130134034255622","0.5130134034255622","0.5130134034255622","0.5092121729321127","0.5092121729321127","0.5092121729321127","0.5081088337051464","0.5081088337051464","0.5081088337051464","0.5010701838028899","0.5010701838028899","0.5010701838028899","0.5053165250137565","0.5053165250137565","0.5053165250137565"
"56475","0.5085247339012356","0.5085247339012356","0.5085247339012356","0.5073295663162994","0.5073295663162994","0.5073295663162994","0.5111759802037114","0.5111759802037114","0.5111759802037114","0.5012926347637381","0.5012926347637381","0.5012926347637381","0.304067495950156","0.304067495950156","0.304067495950156","0.49934761910700354","0.49934761910700354","0.49934761910700354","0.28574686159315466","0.28574686159315466","0.28574686159315466","0.5097166233933565","0.5097166233933565","0.5097166233933565","0.5080323727122211","0.5080323727122211","0.5080323727122211","0.5087482914794036","0.5087482914794036","0.5087482914794036","0.5005428493306558","0.5005428493306558","0.5005428493306558","0.5047155065316826","0.5047155065316826","0.5047155065316826"
"58734","0.5109662031431106","0.5109662031431106","0.5109662031431106","0.5133767497387479","0.5133767497387479","0.5133767497387479","0.5143080830509904","0.5143080830509904","0.5143080830509904","0.5018898740432669","0.5018898740432669","0.5018898740432669","0.2806190266085798","0.2806190266085798","0.2806190266085798","0.49736593892171177","0.49736593892171177","0.49736593892171177","0.2457474895437727","0.2457474895437727","0.2457474895437727","0.5045138098654735","0.5045138098654735","0.5045138098654735","0.5079980258161637","0.5079980258161637","0.5079980258161637","0.504235088457893","0.504235088457893","0.504235088457893","0.49696874682219844","0.49696874682219844","0.49696874682219844","0.5037107397644652","0.5037107397644652","0.5037107397644652"
"60993","0.5073323224198129","0.5073323224198129","0.5073323224198129","0.5089779041334722","0.5089779041334722","0.5089779041334722","0.5102887445476836","0.5102887445476836","0.5102887445476836","0.49911414373210167","0.49911414373210167","0.49911414373210167","0.2830587210868288","0.2830587210868288","0.2830587210868288","0.5003967549648727","0.5003967549648727","0.5003967549648727","0.2549088402610909","0.2549088402610909","0.2549088402610909","0.5088967661164029","0.5088967661164029","0.5088967661164029","0.5118853010261193","0.5118853010261193","0.5118853010261193","0.5074130637250128","0.5074130637250128","0.5074130637250128","0.5043725386808386","0.5043725386808386","0.5043725386808386","0.5073690078279423","0.5073690078279423","0.5073690078279423"
"63252","0.5080385321859822","0.5080385321859822","0.5080385321859822","0.5121947362842167","0.5121947362842167","0.5121947362842167","0.513063055047948","0.513063055047948","0.513063055047948","0.49858860490306584","0.49858860490306584","0.49858860490306584","0.3002633214370443","0.3002633214370443","0.3002633214370443","0.500052743135425","0.500052743135425","0.500052743135425","0.27381692137831964","0.27381692137831964","0.27381692137831964","0.5120003892273767","0.5120003892273767","0.5120003892273767","0.5067023857304203","0.5067023857304203","0.5067023857304203","0.5122637432699125","0.5122637432699125","0.5122637432699125","0.5018223338641101","0.5018223338641101","0.5018223338641101","0.5080119107315912","0.5080119107315912","0.5080119107315912"
"65511","0.5101123539228248","0.5101123539228248","0.5101123539228248","0.5152083058008468","0.5152083058008468","0.5152083058008468","0.5116678820421403","0.5116678820421403","0.5116678820421403","0.5027074554468647","0.5027074554468647","0.5027074554468647","0.27597397196921497","0.27597397196921497","0.27597397196921497","0.5000452682486235","0.5000452682486235","0.5000452682486235","0.25887518641048074","0.25887518641048074","0.25887518641048074","0.502431573661086","0.502431573661086","0.502431573661086","0.5085004718384887","0.5085004718384887","0.5085004718384887","0.5057947507324787","0.5057947507324787","0.5057947507324787","0.49784468662973574","0.49784468662973574","0.49784468662973574","0.5131720255345884","0.5131720255345884","0.5131720255345884"
"67770","0.5112123106591155","0.5112123106591155","0.5112123106591155","0.5198885036397839","0.5198885036397839","0.5198885036397839","0.5138041545790484","0.5138041545790484","0.5138041545790484","0.5065529506331056","0.5065529506331056","0.5065529506331056","0.2594388513381189","0.2594388513381189","0.2594388513381189","0.49898189252260183","0.49898189252260183","0.49898189252260183","0.2710406690778526","0.2710406690778526","0.2710406690778526","0.5019446411608102","0.5019446411608102","0.5019446411608102","0.5062401955230489","0.5062401955230489","0.5062401955230489","0.506939619428295","0.506939619428295","0.506939619428295","0.49591654166723487","0.49591654166723487","0.49591654166723487","0.512872570711941","0.512872570711941","0.512872570711941"
"70029","0.5134668868513799","0.5134668868513799","0.5134668868513799","0.5166232517614059","0.5166232517614059","0.5166232517614059","0.5122452022099132","0.5122452022099132","0.5122452022099132","0.5013068537523186","0.5013068537523186","0.5013068537523186","0.29118193948075943","0.29118193948075943","0.29118193948075943","0.5006240917455854","0.5006240917455854","0.5006240917455854","0.2588077871518344","0.2588077871518344","0.2588077871518344","0.5029756953092654","0.5029756953092654","0.5029756953092654","0.5024793043628412","0.5024793043628412","0.5024793043628412","0.5086045982644085","0.5086045982644085","0.5086045982644085","0.4973885932574092","0.4973885932574092","0.4973885932574092","0.50847861092653","0.50847861092653","0.50847861092653"
"72288","0.5129322236493489","0.5129322236493489","0.5129322236493489","0.5204255888721753","0.5204255888721753","0.5204255888721753","0.5148389670504766","0.5148389670504766","0.5148389670504766","0.5030265370672592","0.5030265370672592","0.5030265370672592","0.2997306000352159","0.2997306000352159","0.2997306000352159","0.4989888454201015","0.4989888454201015","0.4989888454201015","0.2584749277110475","0.2584749277110475","0.2584749277110475","0.498811034984342","0.498811034984342","0.498811034984342","0.5010941326720557","0.5010941326720557","0.5010941326720557","0.5081887189478914","0.5081887189478914","0.5081887189478914","0.4962518049559845","0.4962518049559845","0.4962518049559845","0.5128458606509998","0.5128458606509998","0.5128458606509998"
"74547","0.5184435954933024","0.5184435954933024","0.5184435954933024","0.5233154051651383","0.5233154051651383","0.5233154051651383","0.5147974584611987","0.5147974584611987","0.5147974584611987","0.5032823953434215","0.5032823953434215","0.5032823953434215","0.28392818822702387","0.28392818822702387","0.28392818822702387","0.5020740945076525","0.5020740945076525","0.5020740945076525","0.2372078723192769","0.2372078723192769","0.2372078723192769","0.49919419601142323","0.49919419601142323","0.49919419601142323","0.5068111056621958","0.5068111056621958","0.5068111056621958","0.511186147412193","0.511186147412193","0.511186147412193","0.49878194974044654","0.49878194974044654","0.49878194974044654","0.5122129432710629","0.5122129432710629","0.5122129432710629"
"76806","0.5145493047471308","0.5145493047471308","0.5145493047471308","0.5206326098292626","0.5206326098292626","0.5206326098292626","0.5204229998052384","0.5204229998052384","0.5204229998052384","0.5050930718334489","0.5050930718334489","0.5050930718334489","0.288098590434267","0.288098590434267","0.288098590434267","0.4979389370180658","0.4979389370180658","0.4979389370180658","0.2267408986055114","0.2267408986055114","0.2267408986055114","0.5003332810657758","0.5003332810657758","0.5003332810657758","0.5087149050436615","0.5087149050436615","0.5087149050436615","0.5124920196313686","0.5124920196313686","0.5124920196313686","0.49621230080562556","0.49621230080562556","0.49621230080562556","0.5141673129760854","0.5141673129760854","0.5141673129760854"
"79065","0.512613872813977","0.512613872813977","0.512613872813977","0.5184691103303736","0.5184691103303736","0.5184691103303736","0.515003539837543","0.515003539837543","0.515003539837543","0.5028636137663863","0.5028636137663863","0.5028636137663863","0.2979003802657297","0.2979003802657297","0.2979003802657297","0.49494689434024136","0.49494689434024136","0.49494689434024136","0.2520109775228178","0.2520109775228178","0.2520109775228178","0.4941401494345486","0.4941401494345486","0.4941401494345486","0.49787957639466696","0.49787957639466696","0.49787957639466696","0.5090774788126805","0.5090774788126805","0.5090774788126805","0.5007490768640046","0.5007490768640046","0.5007490768640046","0.5131817136560295","0.5131817136560295","0.5131817136560295"
"81324","0.5135849817110155","0.5135849817110155","0.5135849817110155","0.5174344648955219","0.5174344648955219","0.5174344648955219","0.5126345644698997","0.5126345644698997","0.5126345644698997","0.5022343243437281","0.5022343243437281","0.5022343243437281","0.3103878468140139","0.3103878468140139","0.3103878468140139","0.5029316394121949","0.5029316394121949","0.5029316394121949","0.2664391454664803","0.2664391454664803","0.2664391454664803","0.49442672156122786","0.49442672156122786","0.49442672156122786","0.5018561535343717","0.5018561535343717","0.5018561535343717","0.5118804987245429","0.5118804987245429","0.5118804987245429","0.5001549903998586","0.5001549903998586","0.5001549903998586","0.5137440005319108","0.5137440005319108","0.5137440005319108"
"83583","0.5153334788354145","0.5153334788354145","0.5153334788354145","0.5204806274241554","0.5204806274241554","0.5204806274241554","0.5166568052337246","0.5166568052337246","0.5166568052337246","0.5010956777603891","0.5010956777603891","0.5010956777603891","0.30560590282037303","0.30560590282037303","0.30560590282037303","0.4996869747918792","0.4996869747918792","0.4996869747918792","0.2646564893621726","0.2646564893621726","0.2646564893621726","0.5016068096846957","0.5016068096846957","0.5016068096846957","0.5058959957774527","0.5058959957774527","0.5058959957774527","0.5125539902012763","0.5125539902012763","0.5125539902012763","0.5042171529054837","0.5042171529054837","0.5042171529054837","0.5143405090264173","0.5143405090264173","0.5143405090264173"
