"Step","retrogan_full_150epochs_nocycleid - card","retrogan_full_150epochs_nocycleid - card__MIN","retrogan_full_150epochs_nocycleid - card__MAX","retrogan_ook_150epochs_nocycleid - card","retrogan_ook_150epochs_nocycleid - card__MIN","retrogan_ook_150epochs_nocycleid - card__MAX","retrogan_full_150epochs_nocyclemae - card","retrogan_full_150epochs_nocyclemae - card__MIN","retrogan_full_150epochs_nocyclemae - card__MAX","retrogan_ook_150epochs_nocyclemae - card","retrogan_ook_150epochs_nocyclemae - card__MIN","retrogan_ook_150epochs_nocyclemae - card__MAX","retrogan_full_150epochs_noonewaymm - card","retrogan_full_150epochs_noonewaymm - card__MIN","retrogan_full_150epochs_noonewaymm - card__MAX","retrogan_ook_150epochs_alllosses - card","retrogan_ook_150epochs_alllosses - card__MIN","retrogan_ook_150epochs_alllosses - card__MAX","retrogan_ook_150epochs_nocycledis - card","retrogan_ook_150epochs_nocycledis - card__MIN","retrogan_ook_150epochs_nocycledis - card__MAX","retrogan_full_150epochs_nocyclemm - card","retrogan_full_150epochs_nocyclemm - card__MIN","retrogan_full_150epochs_nocyclemm - card__MAX","retrogan_full_150epochs_nocycledis - card","retrogan_full_150epochs_nocycledis - card__MIN","retrogan_full_150epochs_nocycledis - card__MAX","retrogan_ook_150epochs_noonewaymm - card","retrogan_ook_150epochs_noonewaymm - card__MIN","retrogan_ook_150epochs_noonewaymm - card__MAX","retrogan_ook_150epochs_nocyclemm - card","retrogan_ook_150epochs_nocyclemm - card__MIN","retrogan_ook_150epochs_nocyclemm - card__MAX","retrogan_full_150epochs_alllosses - card","retrogan_full_150epochs_alllosses - card__MIN","retrogan_full_150epochs_alllosses - card__MAX"
"49698","0.5151427648241147","0.5151427648241147","0.5151427648241147","0.493917260002687","0.493917260002687","0.493917260002687","0.5103603197207441","0.5103603197207441","0.5103603197207441","0.504990406977574","0.504990406977574","0.504990406977574","0.4390918258147413","0.4390918258147413","0.4390918258147413","0.5017469324928665","0.5017469324928665","0.5017469324928665","0.49792198280554384","0.49792198280554384","0.49792198280554384","0.5078253726347058","0.5078253726347058","0.5078253726347058","0.5082548027934972","0.5082548027934972","0.5082548027934972","0.4263529900982902","0.4263529900982902","0.4263529900982902","0.49797624881335734","0.49797624881335734","0.49797624881335734","0.5090555135028615","0.5090555135028615","0.5090555135028615"
"51957","0.516769909875635","0.516769909875635","0.516769909875635","0.49163888109826126","0.49163888109826126","0.49163888109826126","0.512407833196777","0.512407833196777","0.512407833196777","0.5054506553847429","0.5054506553847429","0.5054506553847429","0.43558779515015533","0.43558779515015533","0.43558779515015533","0.5064943834334455","0.5064943834334455","0.5064943834334455","0.5003477923683654","0.5003477923683654","0.5003477923683654","0.5027952331678527","0.5027952331678527","0.5027952331678527","0.5097891172675881","0.5097891172675881","0.5097891172675881","0.431083131873622","0.431083131873622","0.431083131873622","0.4938548092026216","0.4938548092026216","0.4938548092026216","0.5184242818891364","0.5184242818891364","0.5184242818891364"
"54216","0.5128909864945079","0.5128909864945079","0.5128909864945079","0.4945300545634089","0.4945300545634089","0.4945300545634089","0.5110670097170711","0.5110670097170711","0.5110670097170711","0.5054740613850348","0.5054740613850348","0.5054740613850348","0.43324124444291673","0.43324124444291673","0.43324124444291673","0.5019328442025898","0.5019328442025898","0.5019328442025898","0.4981779872387107","0.4981779872387107","0.4981779872387107","0.5055962486407963","0.5055962486407963","0.5055962486407963","0.5095670838981815","0.5095670838981815","0.5095670838981815","0.4320688147119663","0.4320688147119663","0.4320688147119663","0.5030863988003877","0.5030863988003877","0.5030863988003877","0.5093971450610928","0.5093971450610928","0.5093971450610928"
"56475","0.512095307762013","0.512095307762013","0.512095307762013","0.49764639333377414","0.49764639333377414","0.49764639333377414","0.5097319281196848","0.5097319281196848","0.5097319281196848","0.5096569078172325","0.5096569078172325","0.5096569078172325","0.43839912513170226","0.43839912513170226","0.43839912513170226","0.5061887064983209","0.5061887064983209","0.5061887064983209","0.5041754146409131","0.5041754146409131","0.5041754146409131","0.5036630299422822","0.5036630299422822","0.5036630299422822","0.5107767627857072","0.5107767627857072","0.5107767627857072","0.4211119878330886","0.4211119878330886","0.4211119878330886","0.49628709143278515","0.49628709143278515","0.49628709143278515","0.5136419829427703","0.5136419829427703","0.5136419829427703"
"58734","0.5112971234808694","0.5112971234808694","0.5112971234808694","0.497684101840935","0.497684101840935","0.497684101840935","0.509031376717547","0.509031376717547","0.509031376717547","0.5040402611708952","0.5040402611708952","0.5040402611708952","0.4404395604328028","0.4404395604328028","0.4404395604328028","0.5072489920476762","0.5072489920476762","0.5072489920476762","0.5026856989327664","0.5026856989327664","0.5026856989327664","0.5047536952690013","0.5047536952690013","0.5047536952690013","0.508859600478116","0.508859600478116","0.508859600478116","0.4196569113350084","0.4196569113350084","0.4196569113350084","0.4942856382927417","0.4942856382927417","0.4942856382927417","0.5115055642488577","0.5115055642488577","0.5115055642488577"
"60993","0.508825378859491","0.508825378859491","0.508825378859491","0.4969718161192929","0.4969718161192929","0.4969718161192929","0.5083615182863538","0.5083615182863538","0.5083615182863538","0.5028546564299679","0.5028546564299679","0.5028546564299679","0.44213289834142666","0.44213289834142666","0.44213289834142666","0.5029158335761369","0.5029158335761369","0.5029158335761369","0.5060824294764777","0.5060824294764777","0.5060824294764777","0.5115102621525738","0.5115102621525738","0.5115102621525738","0.508307690749554","0.508307690749554","0.508307690749554","0.43509610210744715","0.43509610210744715","0.43509610210744715","0.49729574180040786","0.49729574180040786","0.49729574180040786","0.5081438069883659","0.5081438069883659","0.5081438069883659"
"63252","0.518636042509084","0.518636042509084","0.518636042509084","0.49771237278151953","0.49771237278151953","0.49771237278151953","0.5110255011277932","0.5110255011277932","0.5110255011277932","0.5032343723276574","0.5032343723276574","0.5032343723276574","0.44423124896181576","0.44423124896181576","0.44423124896181576","0.501868827434619","0.501868827434619","0.501868827434619","0.5028748052170166","0.5028748052170166","0.5028748052170166","0.5088669292079129","0.5088669292079129","0.5088669292079129","0.5086792844937078","0.5086792844937078","0.5086792844937078","0.42288731520759926","0.42288731520759926","0.42288731520759926","0.49665079269869594","0.49665079269869594","0.49665079269869594","0.5169720450128579","0.5169720450128579","0.5169720450128579"
"65511","0.513488267533181","0.513488267533181","0.513488267533181","0.4998768953794402","0.4998768953794402","0.4998768953794402","0.5113164370850354","0.5113164370850354","0.5113164370850354","0.5028123961760954","0.5028123961760954","0.5028123961760954","0.44742711802220075","0.44742711802220075","0.44742711802220075","0.5074124164582785","0.5074124164582785","0.5074124164582785","0.5047433598808259","0.5047433598808259","0.5047433598808259","0.5121750886068975","0.5121750886068975","0.5121750886068975","0.5084248251488742","0.5084248251488742","0.5084248251488742","0.42893614811624137","0.42893614811624137","0.42893614811624137","0.49918431997383356","0.49918431997383356","0.49918431997383356","0.5154787797774589","0.5154787797774589","0.5154787797774589"
"67770","0.5136185351833341","0.5136185351833341","0.5136185351833341","0.49976571165816025","0.49976571165816025","0.49976571165816025","0.5192321960508651","0.5192321960508651","0.5192321960508651","0.5062833535985204","0.5062833535985204","0.5062833535985204","0.4412628210800041","0.4412628210800041","0.4412628210800041","0.5071650144088052","0.5071650144088052","0.5071650144088052","0.5066543418350841","0.5066543418350841","0.5066543418350841","0.5124401756539154","0.5124401756539154","0.5124401756539154","0.5122105003611306","0.5122105003611306","0.5122105003611306","0.42277819856395443","0.42277819856395443","0.42277819856395443","0.4938498398644685","0.4938498398644685","0.4938498398644685","0.5106484045293948","0.5106484045293948","0.5106484045293948"
"70029","0.5164596185550827","0.5164596185550827","0.5164596185550827","0.4937550674868366","0.4937550674868366","0.4937550674868366","0.5132544789646981","0.5132544789646981","0.5132544789646981","0.4999054377544618","0.4999054377544618","0.4999054377544618","0.4389220122550851","0.4389220122550851","0.4389220122550851","0.5036138585500541","0.5036138585500541","0.5036138585500541","0.5009436744757095","0.5009436744757095","0.5009436744757095","0.5094988285770803","0.5094988285770803","0.5094988285770803","0.5083880771020286","0.5083880771020286","0.5083880771020286","0.42889754178748146","0.42889754178748146","0.42889754178748146","0.5016918104225981","0.5016918104225981","0.5016918104225981","0.5151392779355788","0.5151392779355788","0.5151392779355788"
"72288","0.5170538302966612","0.5170538302966612","0.5170538302966612","0.49678876491094337","0.49678876491094337","0.49678876491094337","0.5159760476659102","0.5159760476659102","0.5159760476659102","0.5013670913177445","0.5013670913177445","0.5013670913177445","0.4392078118375977","0.4392078118375977","0.4392078118375977","0.5082619227275735","0.5082619227275735","0.5082619227275735","0.505752386080746","0.505752386080746","0.505752386080746","0.5094773226178467","0.5094773226178467","0.5094773226178467","0.510604631593551","0.510604631593551","0.510604631593551","0.42225696092676523","0.42225696092676523","0.42225696092676523","0.49640848526480785","0.49640848526480785","0.49640848526480785","0.5183692850963003","0.5183692850963003","0.5183692850963003"
"74547","0.5141194361173258","0.5141194361173258","0.5141194361173258","0.4971379757538367","0.4971379757538367","0.4971379757538367","0.5135297552428868","0.5135297552428868","0.5135297552428868","0.499604688398346","0.499604688398346","0.499604688398346","0.43779633188600237","0.43779633188600237","0.43779633188600237","0.5047711714708248","0.5047711714708248","0.5047711714708248","0.5048388421639081","0.5048388421639081","0.5048388421639081","0.5136500633371619","0.5136500633371619","0.5136500633371619","0.5117170116752242","0.5117170116752242","0.5117170116752242","0.42408390260343626","0.42408390260343626","0.42408390260343626","0.49498950954683896","0.49498950954683896","0.49498950954683896","0.5188677431203598","0.5188677431203598","0.5188677431203598"
"76806","0.5156619145040967","0.5156619145040967","0.5156619145040967","0.4979869391542578","0.4979869391542578","0.4979869391542578","0.5176605280223385","0.5176605280223385","0.5176605280223385","0.4976027132690008","0.4976027132690008","0.4976027132690008","0.4297502635108753","0.4297502635108753","0.4297502635108753","0.5027245766959633","0.5027245766959633","0.5027245766959633","0.5066109540843198","0.5066109540843198","0.5066109540843198","0.5181091673874356","0.5181091673874356","0.5181091673874356","0.5185346930662497","0.5185346930662497","0.5185346930662497","0.4273492797592467","0.4273492797592467","0.4273492797592467","0.4970184819628724","0.4970184819628724","0.4970184819628724","0.5215360689127899","0.5215360689127899","0.5215360689127899"
"79065","0.5189595714783296","0.5189595714783296","0.5189595714783296","0.49720867398487034","0.49720867398487034","0.49720867398487034","0.5150396406176544","0.5150396406176544","0.5150396406176544","0.49896445807992224","0.49896445807992224","0.49896445807992224","0.4346012562493562","0.4346012562493562","0.4346012562493562","0.49792736973513835","0.49792736973513835","0.49792736973513835","0.5074793981254835","0.5074793981254835","0.5074793981254835","0.5135979479252718","0.5135979479252718","0.5135979479252718","0.5150329173954473","0.5150329173954473","0.5150329173954473","0.4252086016326316","0.4252086016326316","0.4252086016326316","0.4886918338982506","0.4886918338982506","0.4886918338982506","0.5214370579820276","0.5214370579820276","0.5214370579820276"
"81324","0.5190354060840927","0.5190354060840927","0.5190354060840927","0.4915197422600221","0.4915197422600221","0.4915197422600221","0.5115649666314007","0.5115649666314007","0.5115649666314007","0.500532367785476","0.500532367785476","0.500532367785476","0.4380503527598224","0.4380503527598224","0.4380503527598224","0.5031248172129991","0.5031248172129991","0.5031248172129991","0.5071764981734445","0.5071764981734445","0.5071764981734445","0.5160941425255458","0.5160941425255458","0.5160941425255458","0.5098576440231264","0.5098576440231264","0.5098576440231264","0.43094697618414474","0.43094697618414474","0.43094697618414474","0.4895501722265317","0.4895501722265317","0.4895501722265317","0.5197994313853276","0.5197994313853276","0.5197994313853276"
"83583","0.5186421602237009","0.5186421602237009","0.5186421602237009","0.4955209572947711","0.4955209572947711","0.4955209572947711","0.5159754421583201","0.5159754421583201","0.5159754421583201","0.4984223408706617","0.4984223408706617","0.4984223408706617","0.433832741840126","0.433832741840126","0.433832741840126","0.5015419786134141","0.5015419786134141","0.5015419786134141","0.5058579740767106","0.5058579740767106","0.5058579740767106","0.5108178329039716","0.5108178329039716","0.5108178329039716","0.5162652297390984","0.5162652297390984","0.5162652297390984","0.43017194734842834","0.43017194734842834","0.43017194734842834","0.49480274177466077","0.49480274177466077","0.49480274177466077","0.5207568432830871","0.5207568432830871","0.5207568432830871"
