"Step","retrogan_full_150epochs_alllosses - simlex","retrogan_full_150epochs_alllosses - simlex__MIN","retrogan_full_150epochs_alllosses - simlex__MAX","retrogan_full_150epochs_nocyclemae - simlex","retrogan_full_150epochs_nocyclemae - simlex__MIN","retrogan_full_150epochs_nocyclemae - simlex__MAX","retrogan_full_150epochs_nocycledis - simlex","retrogan_full_150epochs_nocycledis - simlex__MIN","retrogan_full_150epochs_nocycledis - simlex__MAX","retrogan_ook_150epochs_alllosses - simlex","retrogan_ook_150epochs_alllosses - simlex__MIN","retrogan_ook_150epochs_alllosses - simlex__MAX","retrogan_full_150epochs_noonewaymm - simlex","retrogan_full_150epochs_noonewaymm - simlex__MIN","retrogan_full_150epochs_noonewaymm - simlex__MAX","retrogan_full_150epochs_nocycleid - simlex","retrogan_full_150epochs_nocycleid - simlex__MIN","retrogan_full_150epochs_nocycleid - simlex__MAX","retrogan_ook_150epochs_noonewaymm - simlex","retrogan_ook_150epochs_noonewaymm - simlex__MIN","retrogan_ook_150epochs_noonewaymm - simlex__MAX","retrogan_ook_150epochs_nocyclemae - simlex","retrogan_ook_150epochs_nocyclemae - simlex__MIN","retrogan_ook_150epochs_nocyclemae - simlex__MAX","retrogan_ook_150epochs_nocycleid - simlex","retrogan_ook_150epochs_nocycleid - simlex__MIN","retrogan_ook_150epochs_nocycleid - simlex__MAX","retrogan_full_150epochs_nocyclemm - simlex","retrogan_full_150epochs_nocyclemm - simlex__MIN","retrogan_full_150epochs_nocyclemm - simlex__MAX","retrogan_ook_150epochs_nocyclemm - simlex","retrogan_ook_150epochs_nocyclemm - simlex__MIN","retrogan_ook_150epochs_nocyclemm - simlex__MAX","retrogan_ook_150epochs_nocycledis - simlex","retrogan_ook_150epochs_nocycledis - simlex__MIN","retrogan_ook_150epochs_nocycledis - simlex__MAX"
"24849","0.6738127129291164","0.6738127129291164","0.6738127129291164","0.7034250594771522","0.7034250594771522","0.7034250594771522","0.6680330373393109","0.6680330373393109","0.6680330373393109","0.5813868671164354","0.5813868671164354","0.5813868671164354","0.38023790760086745","0.38023790760086745","0.38023790760086745","0.7005241874141833","0.7005241874141833","0.7005241874141833","0.37039100140373965","0.37039100140373965","0.37039100140373965","0.5999911967450534","0.5999911967450534","0.5999911967450534","0.5973020369898537","0.5973020369898537","0.5973020369898537","0.7030015024624333","0.7030015024624333","0.7030015024624333","0.5945656528542264","0.5945656528542264","0.5945656528542264","0.5769354622324495","0.5769354622324495","0.5769354622324495"
"27108","0.6826991112168503","0.6826991112168503","0.6826991112168503","0.7159694786141404","0.7159694786141404","0.7159694786141404","0.6758454736562489","0.6758454736562489","0.6758454736562489","0.5864501247223938","0.5864501247223938","0.5864501247223938","0.3740406149050321","0.3740406149050321","0.3740406149050321","0.707397004801524","0.707397004801524","0.707397004801524","0.39194239654332347","0.39194239654332347","0.39194239654332347","0.6027697259470927","0.6027697259470927","0.6027697259470927","0.6005876791257984","0.6005876791257984","0.6005876791257984","0.7119782992997281","0.7119782992997281","0.7119782992997281","0.5950856686900862","0.5950856686900862","0.5950856686900862","0.5799289354858911","0.5799289354858911","0.5799289354858911"
"29367","0.6842905975116549","0.6842905975116549","0.6842905975116549","0.7197146121060214","0.7197146121060214","0.7197146121060214","0.6776173598526335","0.6776173598526335","0.6776173598526335","0.5841967147428082","0.5841967147428082","0.5841967147428082","0.3342791128852136","0.3342791128852136","0.3342791128852136","0.7146494106393674","0.7146494106393674","0.7146494106393674","0.3920692247516657","0.3920692247516657","0.3920692247516657","0.6067194883905858","0.6067194883905858","0.6067194883905858","0.6056745459128984","0.6056745459128984","0.6056745459128984","0.7154591941180476","0.7154591941180476","0.7154591941180476","0.5972300238719491","0.5972300238719491","0.5972300238719491","0.584145999838531","0.584145999838531","0.584145999838531"
"31626","0.6860642650788318","0.6860642650788318","0.6860642650788318","0.7225386505172864","0.7225386505172864","0.7225386505172864","0.6824767949383518","0.6824767949383518","0.6824767949383518","0.586796216180229","0.586796216180229","0.586796216180229","0.35283414187352785","0.35283414187352785","0.35283414187352785","0.7186892526707592","0.7186892526707592","0.7186892526707592","0.3611032951817561","0.3611032951817561","0.3611032951817561","0.6099210089017545","0.6099210089017545","0.6099210089017545","0.6022418263418484","0.6022418263418484","0.6022418263418484","0.7156354114091527","0.7156354114091527","0.7156354114091527","0.5951670460409391","0.5951670460409391","0.5951670460409391","0.5835050192968478","0.5835050192968478","0.5835050192968478"
"33885","0.6959965085659384","0.6959965085659384","0.6959965085659384","0.7204457083444707","0.7204457083444707","0.7204457083444707","0.6894740735735101","0.6894740735735101","0.6894740735735101","0.5885022036935905","0.5885022036935905","0.5885022036935905","0.33492184470696623","0.33492184470696623","0.33492184470696623","0.7191373938060396","0.7191373938060396","0.7191373938060396","0.37884101199253517","0.37884101199253517","0.37884101199253517","0.611788850236022","0.611788850236022","0.611788850236022","0.6073524106366921","0.6073524106366921","0.6073524106366921","0.7120980423222041","0.7120980423222041","0.7120980423222041","0.5976289004757932","0.5976289004757932","0.5976289004757932","0.5866751719947719","0.5866751719947719","0.5866751719947719"
"36144","0.6963626223907525","0.6963626223907525","0.6963626223907525","0.7307962068609314","0.7307962068609314","0.7307962068609314","0.6893053308179589","0.6893053308179589","0.6893053308179589","0.5900857941827214","0.5900857941827214","0.5900857941827214","0.3670778984741297","0.3670778984741297","0.3670778984741297","0.7286362225576246","0.7286362225576246","0.7286362225576246","0.38937013505792833","0.38937013505792833","0.38937013505792833","0.6084413276967402","0.6084413276967402","0.6084413276967402","0.6081079405420887","0.6081079405420887","0.6081079405420887","0.7190021179524327","0.7190021179524327","0.7190021179524327","0.6036758057570107","0.6036758057570107","0.6036758057570107","0.5861931439311818","0.5861931439311818","0.5861931439311818"
"38403","0.7015906327224134","0.7015906327224134","0.7015906327224134","0.7380576639882055","0.7380576639882055","0.7380576639882055","0.6964366937140994","0.6964366937140994","0.6964366937140994","0.5902420119464044","0.5902420119464044","0.5902420119464044","0.36890693898947974","0.36890693898947974","0.36890693898947974","0.7328189413592129","0.7328189413592129","0.7328189413592129","0.3598050851080552","0.3598050851080552","0.3598050851080552","0.6016231911709473","0.6016231911709473","0.6016231911709473","0.6063476874191547","0.6063476874191547","0.6063476874191547","0.723383543851378","0.723383543851378","0.723383543851378","0.6027050128385495","0.6027050128385495","0.6027050128385495","0.590589542973813","0.590589542973813","0.590589542973813"
"40662","0.7043504033678333","0.7043504033678333","0.7043504033678333","0.7378981771390003","0.7378981771390003","0.7378981771390003","0.7001215314155503","0.7001215314155503","0.7001215314155503","0.597122690263573","0.597122690263573","0.597122690263573","0.34291532486695314","0.34291532486695314","0.34291532486695314","0.7348258766320712","0.7348258766320712","0.7348258766320712","0.3540500007222997","0.3540500007222997","0.3540500007222997","0.6076602567857956","0.6076602567857956","0.6076602567857956","0.6143574948053555","0.6143574948053555","0.6143574948053555","0.7322618116258003","0.7322618116258003","0.7322618116258003","0.6061049395398467","0.6061049395398467","0.6061049395398467","0.5867986535287792","0.5867986535287792","0.5867986535287792"
"42921","0.7061048489812589","0.7061048489812589","0.7061048489812589","0.7399474155459608","0.7399474155459608","0.7399474155459608","0.697972289500298","0.697972289500298","0.697972289500298","0.5913205007949374","0.5913205007949374","0.5913205007949374","0.33774351798741586","0.33774351798741586","0.33774351798741586","0.7353899468821027","0.7353899468821027","0.7353899468821027","0.3652399751773968","0.3652399751773968","0.3652399751773968","0.6086440789872473","0.6086440789872473","0.6086440789872473","0.6093291785467607","0.6093291785467607","0.6093291785467607","0.7327601139960576","0.7327601139960576","0.7327601139960576","0.6010827437342781","0.6010827437342781","0.6010827437342781","0.5876775373433929","0.5876775373433929","0.5876775373433929"
"45180","0.7070795657299787","0.7070795657299787","0.7070795657299787","0.7422694684824926","0.7422694684824926","0.7422694684824926","0.7055657977541294","0.7055657977541294","0.7055657977541294","0.5924483432140535","0.5924483432140535","0.5924483432140535","0.35550574068287716","0.35550574068287716","0.35550574068287716","0.7409797199200547","0.7409797199200547","0.7409797199200547","0.3402708568772","0.3402708568772","0.3402708568772","0.6147076786014971","0.6147076786014971","0.6147076786014971","0.6135314503000516","0.6135314503000516","0.6135314503000516","0.7357070248649742","0.7357070248649742","0.7357070248649742","0.6075501909397855","0.6075501909397855","0.6075501909397855","0.5892548569258835","0.5892548569258835","0.5892548569258835"
"47439","0.7121217116847913","0.7121217116847913","0.7121217116847913","0.7448826973076738","0.7448826973076738","0.7448826973076738","0.7092497688427625","0.7092497688427625","0.7092497688427625","0.5950637626438575","0.5950637626438575","0.5950637626438575","0.35568247553441523","0.35568247553441523","0.35568247553441523","0.7402442785812271","0.7402442785812271","0.7402442785812271","0.3526318419438636","0.3526318419438636","0.3526318419438636","0.6101876247424204","0.6101876247424204","0.6101876247424204","0.6135740707998845","0.6135740707998845","0.6135740707998845","0.7381161001719639","0.7381161001719639","0.7381161001719639","0.6058401592332741","0.6058401592332741","0.6058401592332741","0.5917565153689125","0.5917565153689125","0.5917565153689125"
"49698","0.7157174026107515","0.7157174026107515","0.7157174026107515","0.7430203343258488","0.7430203343258488","0.7430203343258488","0.7127059170506169","0.7127059170506169","0.7127059170506169","0.5966769744405538","0.5966769744405538","0.5966769744405538","0.35594229087171897","0.35594229087171897","0.35594229087171897","0.7433010687336721","0.7433010687336721","0.7433010687336721","0.34720232607762147","0.34720232607762147","0.34720232607762147","0.6104887666784748","0.6104887666784748","0.6104887666784748","0.6139306819744252","0.6139306819744252","0.6139306819744252","0.74519461774065","0.74519461774065","0.74519461774065","0.6078800394254309","0.6078800394254309","0.6078800394254309","0.5875195730847634","0.5875195730847634","0.5875195730847634"
"51957","0.7163098829253586","0.7163098829253586","0.7163098829253586","0.7471167288617492","0.7471167288617492","0.7471167288617492","0.7114859910014608","0.7114859910014608","0.7114859910014608","0.5976247720286193","0.5976247720286193","0.5976247720286193","0.34686318557676266","0.34686318557676266","0.34686318557676266","0.7488134002873189","0.7488134002873189","0.7488134002873189","0.32600979106893746","0.32600979106893746","0.32600979106893746","0.6092086290929126","0.6092086290929126","0.6092086290929126","0.6181865513232416","0.6181865513232416","0.6181865513232416","0.7425472118724654","0.7425472118724654","0.7425472118724654","0.6057310382359611","0.6057310382359611","0.6057310382359611","0.588748177298387","0.588748177298387","0.588748177298387"
"54216","0.7185518042669632","0.7185518042669632","0.7185518042669632","0.7521341282060969","0.7521341282060969","0.7521341282060969","0.7160894864349774","0.7160894864349774","0.7160894864349774","0.6018166685006744","0.6018166685006744","0.6018166685006744","0.3270428778018254","0.3270428778018254","0.3270428778018254","0.7487443661509757","0.7487443661509757","0.7487443661509757","0.3230730629006306","0.3230730629006306","0.3230730629006306","0.6137126927418713","0.6137126927418713","0.6137126927418713","0.6151479901306941","0.6151479901306941","0.6151479901306941","0.7462098486386037","0.7462098486386037","0.7462098486386037","0.6087725904463591","0.6087725904463591","0.6087725904463591","0.595176109366659","0.595176109366659","0.595176109366659"
"56475","0.7236963128427385","0.7236963128427385","0.7236963128427385","0.7516351758762263","0.7516351758762263","0.7516351758762263","0.7204274574797762","0.7204274574797762","0.7204274574797762","0.602787720199352","0.602787720199352","0.602787720199352","0.34587202528874617","0.34587202528874617","0.34587202528874617","0.7527302856070353","0.7527302856070353","0.7527302856070353","0.3259814937531772","0.3259814937531772","0.3259814937531772","0.6100175158680521","0.6100175158680521","0.6100175158680521","0.6114784144438685","0.6114784144438685","0.6114784144438685","0.7491165214379714","0.7491165214379714","0.7491165214379714","0.6040865742145216","0.6040865742145216","0.6040865742145216","0.5967757683017874","0.5967757683017874","0.5967757683017874"
"58734","0.7186960953011334","0.7186960953011334","0.7186960953011334","0.7550051562901515","0.7550051562901515","0.7550051562901515","0.7183796552415863","0.7183796552415863","0.7183796552415863","0.598802559029508","0.598802559029508","0.598802559029508","0.35368108739491744","0.35368108739491744","0.35368108739491744","0.7577299434611956","0.7577299434611956","0.7577299434611956","0.3256429791393535","0.3256429791393535","0.3256429791393535","0.6090433588067772","0.6090433588067772","0.6090433588067772","0.6159529049304185","0.6159529049304185","0.6159529049304185","0.7488855036773922","0.7488855036773922","0.7488855036773922","0.6101936789958562","0.6101936789958562","0.6101936789958562","0.5882482741016746","0.5882482741016746","0.5882482741016746"
"60993","0.7221648755944369","0.7221648755944369","0.7221648755944369","0.7528815697251938","0.7528815697251938","0.7528815697251938","0.7182432600130897","0.7182432600130897","0.7182432600130897","0.6010785370512247","0.6010785370512247","0.6010785370512247","0.33781444182115355","0.33781444182115355","0.33781444182115355","0.7539454151949705","0.7539454151949705","0.7539454151949705","0.35682512366286373","0.35682512366286373","0.35682512366286373","0.6053368317123021","0.6053368317123021","0.6053368317123021","0.6110001284224454","0.6110001284224454","0.6110001284224454","0.7534852678612763","0.7534852678612763","0.7534852678612763","0.6069205064554569","0.6069205064554569","0.6069205064554569","0.589768025887849","0.589768025887849","0.589768025887849"
"63252","0.725011078832147","0.725011078832147","0.725011078832147","0.7579520731772126","0.7579520731772126","0.7579520731772126","0.7236924792846485","0.7236924792846485","0.7236924792846485","0.5996158330320378","0.5996158330320378","0.5996158330320378","0.35663240956380254","0.35663240956380254","0.35663240956380254","0.7582732675709686","0.7582732675709686","0.7582732675709686","0.33658487470439896","0.33658487470439896","0.33658487470439896","0.596075539126829","0.596075539126829","0.596075539126829","0.6070403216956678","0.6070403216956678","0.6070403216956678","0.752213188571291","0.752213188571291","0.752213188571291","0.6098613991798051","0.6098613991798051","0.6098613991798051","0.5924655370530852","0.5924655370530852","0.5924655370530852"
"65511","0.7260632129925935","0.7260632129925935","0.7260632129925935","0.7574288519494171","0.7574288519494171","0.7574288519494171","0.7224522299612852","0.7224522299612852","0.7224522299612852","0.5985779137290616","0.5985779137290616","0.5985779137290616","0.34743360939152684","0.34743360939152684","0.34743360939152684","0.7611340106459558","0.7611340106459558","0.7611340106459558","0.31268508337979833","0.31268508337979833","0.31268508337979833","0.6020480378801788","0.6020480378801788","0.6020480378801788","0.6134557119506593","0.6134557119506593","0.6134557119506593","0.7527434412710616","0.7527434412710616","0.7527434412710616","0.6075168143100096","0.6075168143100096","0.6075168143100096","0.5886375577830767","0.5886375577830767","0.5886375577830767"
"67770","0.7252828943497198","0.7252828943497198","0.7252828943497198","0.7635977066330477","0.7635977066330477","0.7635977066330477","0.724973032122186","0.724973032122186","0.724973032122186","0.599882304437234","0.599882304437234","0.599882304437234","0.3382698408387833","0.3382698408387833","0.3382698408387833","0.7629782229037626","0.7629782229037626","0.7629782229037626","0.3055347332375447","0.3055347332375447","0.3055347332375447","0.6068015819006424","0.6068015819006424","0.6068015819006424","0.6165705230348876","0.6165705230348876","0.6165705230348876","0.756387494006773","0.756387494006773","0.756387494006773","0.6138918950326824","0.6138918950326824","0.6138918950326824","0.5874433412475165","0.5874433412475165","0.5874433412475165"
"70029","0.7300536460570795","0.7300536460570795","0.7300536460570795","0.7606541960158123","0.7606541960158123","0.7606541960158123","0.7232571206884312","0.7232571206884312","0.7232571206884312","0.6028726302010665","0.6028726302010665","0.6028726302010665","0.3483613123948788","0.3483613123948788","0.3483613123948788","0.7622508699512348","0.7622508699512348","0.7622508699512348","0.3204038472765303","0.3204038472765303","0.3204038472765303","0.6012176284084878","0.6012176284084878","0.6012176284084878","0.6129583002657981","0.6129583002657981","0.6129583002657981","0.7596170109264735","0.7596170109264735","0.7596170109264735","0.6113007889069344","0.6113007889069344","0.6113007889069344","0.589730043602854","0.589730043602854","0.589730043602854"
"72288","0.7325801293464527","0.7325801293464527","0.7325801293464527","0.764016653749027","0.764016653749027","0.764016653749027","0.7322503952055541","0.7322503952055541","0.7322503952055541","0.5982538426622017","0.5982538426622017","0.5982538426622017","0.32331701440885224","0.32331701440885224","0.32331701440885224","0.7592606946410166","0.7592606946410166","0.7592606946410166","0.3123429338066554","0.3123429338066554","0.3123429338066554","0.6047771322311588","0.6047771322311588","0.6047771322311588","0.6099833628976269","0.6099833628976269","0.6099833628976269","0.7560875978266443","0.7560875978266443","0.7560875978266443","0.609140587950423","0.609140587950423","0.609140587950423","0.5902254813362968","0.5902254813362968","0.5902254813362968"
"74547","0.7321782797791919","0.7321782797791919","0.7321782797791919","0.7642323500685005","0.7642323500685005","0.7642323500685005","0.7299728945932615","0.7299728945932615","0.7299728945932615","0.5963563577886761","0.5963563577886761","0.5963563577886761","0.31364805271032065","0.31364805271032065","0.31364805271032065","0.7659706068730373","0.7659706068730373","0.7659706068730373","0.3018945140599234","0.3018945140599234","0.3018945140599234","0.6013118845887169","0.6013118845887169","0.6013118845887169","0.611003871708367","0.611003871708367","0.611003871708367","0.7562006546905048","0.7562006546905048","0.7562006546905048","0.612867402210238","0.612867402210238","0.612867402210238","0.5887733812878394","0.5887733812878394","0.5887733812878394"
"76806","0.7352934579702387","0.7352934579702387","0.7352934579702387","0.7622668962702203","0.7622668962702203","0.7622668962702203","0.7297976341871428","0.7297976341871428","0.7297976341871428","0.5984002219925372","0.5984002219925372","0.5984002219925372","0.33268350416137976","0.33268350416137976","0.33268350416137976","0.7640520284027997","0.7640520284027997","0.7640520284027997","0.2960253727329651","0.2960253727329651","0.2960253727329651","0.6000207217623056","0.6000207217623056","0.6000207217623056","0.6087586945505509","0.6087586945505509","0.6087586945505509","0.760083302785772","0.760083302785772","0.760083302785772","0.611916222424925","0.611916222424925","0.611916222424925","0.5921787724644045","0.5921787724644045","0.5921787724644045"
"79065","0.736148118752965","0.736148118752965","0.736148118752965","0.7614271965948909","0.7614271965948909","0.7614271965948909","0.734577966780655","0.734577966780655","0.734577966780655","0.5985642766134697","0.5985642766134697","0.5985642766134697","0.31849034210216387","0.31849034210216387","0.31849034210216387","0.7621442043569058","0.7621442043569058","0.7621442043569058","0.27672320915092696","0.27672320915092696","0.27672320915092696","0.6038139943925885","0.6038139943925885","0.6038139943925885","0.6107409329540322","0.6107409329540322","0.6107409329540322","0.7604978265654936","0.7604978265654936","0.7604978265654936","0.6113395698305327","0.6113395698305327","0.6113395698305327","0.5913861106070213","0.5913861106070213","0.5913861106070213"
"81324","0.7361817962899693","0.7361817962899693","0.7361817962899693","0.7600090448999433","0.7600090448999433","0.7600090448999433","0.735569215372504","0.735569215372504","0.735569215372504","0.5990045520337993","0.5990045520337993","0.5990045520337993","0.3367937283934982","0.3367937283934982","0.3367937283934982","0.7617968250161329","0.7617968250161329","0.7617968250161329","0.30478996377463613","0.30478996377463613","0.30478996377463613","0.5983657320060161","0.5983657320060161","0.5983657320060161","0.611482199856802","0.611482199856802","0.611482199856802","0.7643600972232524","0.7643600972232524","0.7643600972232524","0.6131410352074708","0.6131410352074708","0.6131410352074708","0.5948862743052015","0.5948862743052015","0.5948862743052015"
"83583","0.7360477060108425","0.7360477060108425","0.7360477060108425","0.7645501261561418","0.7645501261561418","0.7645501261561418","0.7375286991713725","0.7375286991713725","0.7375286991713725","0.5980582770363094","0.5980582770363094","0.5980582770363094","0.32053979716232883","0.32053979716232883","0.32053979716232883","0.767558885496787","0.767558885496787","0.767558885496787","0.30970554814917695","0.30970554814917695","0.30970554814917695","0.6062879934431814","0.6062879934431814","0.6062879934431814","0.6159658198686622","0.6159658198686622","0.6159658198686622","0.7656120458196566","0.7656120458196566","0.7656120458196566","0.611892919001283","0.611892919001283","0.611892919001283","0.5955564320307989","0.5955564320307989","0.5955564320307989"
